N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.189712894E+00 1.189721431E+00 1.189002401E+00 1.184837609E+00 1.171988975E+00 1.138387078E+00 1.064246337E+00 1.011699822E+00 1.013298431E+00 1.017068845E+00 1.023769775E+00
1.600000000E+01 1.207846177E+00 1.210495227E+00 1.213152915E+00 1.215296422E+00 1.217514702E+00 1.219212111E+00 1.219735948E+00 1.219931188E+00 1.219139156E+00 1.215978205E+00 1.211115482E+00
1.700000000E+01 1.227578424E+00 1.230433037E+00 1.231623913E+00 1.231888680E+00 1.231839106E+00 1.230909479E+00 1.227524560E+00 1.224105575E+00 1.219678257E+00 1.212091855E+00 1.205267475E+00
1.549996187E+01 1.196411690E+00 1.198501856E+00 1.200190161E+00 1.202400637E+00 1.203982388E+00 1.204262240E+00 1.202588313E+00 1.195951359E+00 1.178376384E+00 1.139497381E+00 1.063428247E+00
1.649996187E+01 1.208623284E+00 1.211750996E+00 1.214060005E+00 1.216587042E+00 1.218634331E+00 1.219134809E+00 1.219698572E+00 1.219271036E+00 1.216678222E+00 1.214319191E+00 1.211024394E+00
1.674996808E+01 1.214270286E+00 1.217044823E+00 1.218947551E+00 1.220879529E+00 1.222096778E+00 1.221474168E+00 1.220850349E+00 1.219157077E+00 1.214986302E+00 1.211299347E+00 1.206584448E+00
1.624993176E+01 1.208498794E+00 1.211664413E+00 1.214643975E+00 1.216784316E+00 1.218982084E+00 1.220693416E+00 1.220931003E+00 1.221120616E+00 1.220333983E+00 1.217529874E+00 1.214341207E+00
1.574996808E+01 1.203039991E+00 1.204780122E+00 1.207090361E+00 1.209432860E+00 1.211660013E+00 1.212855430E+00 1.213601075E+00 1.212966375E+00 1.209343741E+00 1.201310282E+00 1.182827505E+00
1.524993176E+01 1.193247795E+00 1.194517503E+00 1.195945732E+00 1.196832703E+00 1.195972901E+00 1.190528230E+00 1.174871268E+00 1.136793197E+00 1.058463354E+00 1.008884255E+00 1.010139272E+00
