T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.193323774E+00 1.197945312E+00 1.202746369E+00 1.211645213E+00 1.219618209E+00 1.224422348E+00 1.229583074E+00 1.240878281E+00 1.259364487E+00
295 1.193106045E+00 1.198762223E+00 1.204159323E+00 1.212586806E+00 1.221199291E+00 1.226374447E+00 1.231385015E+00 1.242336454E+00 1.261045493E+00
300 1.192706503E+00 1.199944328E+00 1.205442974E+00 1.214327112E+00 1.223210084E+00 1.228709451E+00 1.233471456E+00 1.244283353E+00 1.262487063E+00
305 1.190199559E+00 1.200949443E+00 1.207641498E+00 1.216392088E+00 1.225286334E+00 1.231068403E+00 1.236332280E+00 1.247039348E+00 1.264695724E+00
310 1.182247928E+00 1.200946731E+00 1.209173927E+00 1.218607805E+00 1.227635785E+00 1.233779290E+00 1.239370760E+00 1.250072307E+00 1.267427104E+00
315 1.160854161E+00 1.198133279E+00 1.210098800E+00 1.220183915E+00 1.229840655E+00 1.236437439E+00 1.242077125E+00 1.252823280E+00 1.270453745E+00
320 1.111373669E+00 1.189080802E+00 1.209876063E+00 1.221642837E+00 1.231458435E+00 1.238481055E+00 1.244928646E+00 1.255747270E+00 1.273017380E+00
325 1.016040892E+00 1.166017430E+00 1.206624545E+00 1.222135401E+00 1.232747293E+00 1.240364108E+00 1.247200036E+00 1.258180915E+00 1.275525135E+00
330 1.013011212E+00 1.115469770E+00 1.196832647E+00 1.220707157E+00 1.233292694E+00 1.241490805E+00 1.248476300E+00 1.259670585E+00 1.277708728E+00
335 1.015297822E+00 1.021729947E+00 1.174065682E+00 1.216540946E+00 1.232205781E+00 1.241392739E+00 1.249410149E+00 1.260988880E+00 1.278334523E+00
340 1.019967463E+00 1.009964939E+00 1.126518897E+00 1.206069510E+00 1.229718505E+00 1.240394144E+00 1.249433695E+00 1.261297003E+00 1.278482738E+00
