N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.214249421E+00 1.211824613E+00 1.209966088E+00 1.207491738E+00 1.203076007E+00 1.193378002E+00 1.172085105E+00 1.128822239E+00 1.051919950E+00 1.023815381E+00 1.025933867E+00
1.600000000E+01 1.252344141E+00 1.250963498E+00 1.250413055E+00 1.250390517E+00 1.251291868E+00 1.252727318E+00 1.254362302E+00 1.256309425E+00 1.258179160E+00 1.259226119E+00 1.259210400E+00
1.700000000E+01 1.300011990E+00 1.298633733E+00 1.297088584E+00 1.296529467E+00 1.297298498E+00 1.299107894E+00 1.301283754E+00 1.304465755E+00 1.308151017E+00 1.311656288E+00 1.315654321E+00
1.549996187E+01 1.230228673E+00 1.228858085E+00 1.227734051E+00 1.228143236E+00 1.228309812E+00 1.228691025E+00 1.228807441E+00 1.227391667E+00 1.222426808E+00 1.210636976E+00 1.185688984E+00
1.649996187E+01 1.266449423E+00 1.265179672E+00 1.264328857E+00 1.264895359E+00 1.266264753E+00 1.268019454E+00 1.270829131E+00 1.273877339E+00 1.277000203E+00 1.280532340E+00 1.283937934E+00
1.674996808E+01 1.279863100E+00 1.278196386E+00 1.277070989E+00 1.277348489E+00 1.278541492E+00 1.280149170E+00 1.282893267E+00 1.285932345E+00 1.289222567E+00 1.293256790E+00 1.297216100E+00
1.624993176E+01 1.259082268E+00 1.258076222E+00 1.257756742E+00 1.257906000E+00 1.259138130E+00 1.260996409E+00 1.263087698E+00 1.265788646E+00 1.268508026E+00 1.270968644E+00 1.272968319E+00
1.574996808E+01 1.242121516E+00 1.240089098E+00 1.239418071E+00 1.239384566E+00 1.240160847E+00 1.240996772E+00 1.242336037E+00 1.243389917E+00 1.243436612E+00 1.241732157E+00 1.235727827E+00
1.524993176E+01 1.222018191E+00 1.220285813E+00 1.219335162E+00 1.218846139E+00 1.218236072E+00 1.216476058E+00 1.211968503E+00 1.201012699E+00 1.177437143E+00 1.131026503E+00 1.051074850E+00
