Ew Nt
4.5012412E-1 3.6506248E+15
4.4738545E-1 3.5222338E+15
4.4464675E-1 3.3814637E+15
4.4190805E-1 3.2228579E+15
4.3916935E-1 3.0541834E+15
4.3643066E-1 2.8930660E+15
4.3369197E-1 2.7601762E+15
4.3095328E-1 2.6730597E+15
4.2821458E-1 2.6426768E+15
4.2547590E-1 2.6721496E+15
4.2273720E-1 2.7564424E+15
4.1999850E-1 2.8831767E+15
4.1725982E-1 3.0358811E+15
4.1452112E-1 3.1993892E+15
4.1178243E-1 3.3636604E+15
4.0904373E-1 3.5231690E+15
4.0630505E-1 3.6734255E+15
4.0356635E-1 3.8087866E+15
4.0082766E-1 3.9234842E+15
3.9808897E-1 4.0140306E+15
3.9535027E-1 4.0802238E+15
3.9261158E-1 4.1238135E+15
3.8987289E-1 4.1462185E+15
3.8713419E-1 4.1473189E+15
3.8439550E-1 4.1262266E+15
3.8165681E-1 4.0831465E+15
3.7891812E-1 4.0206804E+15
3.7617942E-1 3.9437227E+15
3.7344073E-1 3.8585038E+15
3.7070204E-1 3.7716026E+15
3.6796335E-1 3.6891780E+15
3.6522465E-1 3.6161900E+15
3.6248596E-1 3.5555775E+15
3.5974727E-1 3.5078816E+15
3.5700858E-1 3.4717946E+15
3.5426988E-1 3.4454248E+15
3.5153119E-1 3.4274444E+15
3.4879250E-1 3.4173904E+15
3.4605380E-1 3.4151033E+15
3.4331511E-1 3.4198846E+15
3.4057642E-1 3.4299676E+15
3.3783773E-1 3.4425310E+15
3.3509903E-1 3.4541032E+15
3.3236034E-1 3.4610099E+15
3.2962165E-1 3.4596463E+15
3.2688296E-1 3.4466246E+15
3.2414426E-1 3.4190650E+15
3.2140557E-1 3.3750935E+15
3.1866688E-1 3.3142601E+15
3.1592819E-1 3.2376043E+15
3.1318949E-1 3.1473222E+15
3.1045080E-1 3.0463339E+15
3.0771211E-1 2.9379275E+15
3.0497341E-1 2.8254661E+15
3.0223472E-1 2.7119995E+15
2.9949603E-1 2.5996775E+15
2.9675734E-1 2.4888948E+15
2.9401864E-1 2.3769816E+15
2.9127995E-1 2.2562053E+15
2.8854126E-1 2.1113312E+15
2.8580257E-1 1.9183516E+15
2.8306387E-1 1.6475916E+15
2.8032518E-1 1.2739039E+15
2.7758649E-1 7.9200881E+14
2.7484779E-1 5.1892324E+14
