T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.307369984E+00 1.240827028E+00 6.654295600E-02 1.304267970E+00 1.240258220E+00 6.400975000E-02 3.102014000E-03 5.688080000E-04
295 1.306576034E+00 1.242487993E+00 6.408804100E-02 1.303763426E+00 1.241962829E+00 6.180059700E-02 2.812608000E-03 5.251640000E-04
300 1.306822862E+00 1.244592442E+00 6.223042000E-02 1.304299412E+00 1.244110678E+00 6.018873400E-02 2.523450000E-03 4.817640000E-04
305 1.308012506E+00 1.247465461E+00 6.054704500E-02 1.305760602E+00 1.246994318E+00 5.876628400E-02 2.251904000E-03 4.711430000E-04
310 1.310013478E+00 1.250532629E+00 5.948084900E-02 1.307998458E+00 1.250058478E+00 5.793998000E-02 2.015020000E-03 4.741510000E-04
315 1.312806994E+00 1.253356754E+00 5.945024000E-02 1.310980188E+00 1.252865536E+00 5.811465200E-02 1.826806000E-03 4.912180000E-04
320 1.316173843E+00 1.256481703E+00 5.969214000E-02 1.314478227E+00 1.255930706E+00 5.854752100E-02 1.695616000E-03 5.509970000E-04
325 1.319800846E+00 1.259200605E+00 6.060024100E-02 1.318173426E+00 1.258576345E+00 5.959708100E-02 1.627420000E-03 6.242600000E-04
330 1.323334748E+00 1.260865703E+00 6.246904500E-02 1.321709153E+00 1.260160625E+00 6.154852800E-02 1.625595000E-03 7.050780000E-04
335 1.326752261E+00 1.262373508E+00 6.437875300E-02 1.325062891E+00 1.261542865E+00 6.352002600E-02 1.689370000E-03 8.306430000E-04
340 1.329504452E+00 1.263034667E+00 6.646978500E-02 1.327689204E+00 1.262052908E+00 6.563629600E-02 1.815248000E-03 9.817590000E-04
