N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.152339907E+00 1.138735904E+00 1.126311776E+00 1.114425227E+00
1.016672606E+01 1.153060862E+00 1.139573717E+00 1.127338412E+00 1.115709646E+00
1.033324570E+01 1.153779749E+00 1.140516213E+00 1.128595577E+00 1.117370263E+00
1.049996187E+01 1.154601633E+00 1.141695866E+00 1.130251278E+00 1.119616886E+00
1.066670514E+01 1.155640181E+00 1.143266450E+00 1.132506858E+00 1.122701980E+00
1.083333839E+01 1.157029199E+00 1.145413718E+00 1.135603261E+00 1.126917736E+00
1.100000000E+01 1.158931117E+00 1.148358428E+00 1.139811814E+00 1.132566517E+00
1.116672606E+01 1.161538775E+00 1.152343612E+00 1.145396223E+00 1.139887491E+00
1.133324570E+01 1.165062911E+00 1.157593452E+00 1.152531175E+00 1.148931448E+00
1.149996187E+01 1.169694749E+00 1.164232519E+00 1.161178101E+00 1.159412591E+00
1.166670514E+01 1.175534354E+00 1.172171987E+00 1.170962375E+00 1.170634961E+00
1.183333839E+01 1.182492913E+00 1.181013992E+00 1.181157626E+00 1.181626318E+00
1.200000000E+01 1.190215882E+00 1.190073730E+00 1.190880001E+00 1.191498656E+00
1.216672606E+01 1.198113009E+00 1.198591012E+00 1.199441742E+00 1.199810964E+00
1.233324570E+01 1.205548745E+00 1.206043356E+00 1.206611889E+00 1.206641775E+00
1.249996187E+01 1.212106268E+00 1.212324002E+00 1.212577542E+00 1.212358741E+00
1.266670514E+01 1.217722567E+00 1.217651705E+00 1.217695822E+00 1.217344042E+00
1.283333839E+01 1.222596279E+00 1.222342104E+00 1.222281866E+00 1.221868599E+00
1.300000000E+01 1.226990705E+00 1.226646583E+00 1.226536144E+00 1.226090594E+00
