N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 325 1.500E-4 1.219037574E+00 1.233792627E+00
1.468000E+10 1.000E+16 325 1.500E-4 1.223565130E+00 1.233829351E+00
2.154000E+10 1.000E+16 325 1.500E-4 1.226791147E+00 1.233882897E+00
3.162000E+10 1.000E+16 325 1.500E-4 1.229085469E+00 1.233960998E+00
4.642000E+10 1.000E+16 325 1.500E-4 1.230735155E+00 1.234074425E+00
6.813000E+10 1.000E+16 325 1.500E-4 1.231958144E+00 1.234238366E+00
1.000000E+11 1.000E+16 325 1.500E-4 1.232920714E+00 1.234473668E+00
1.468000E+11 1.000E+16 325 1.500E-4 1.233753321E+00 1.234808092E+00
2.154000E+11 1.000E+16 325 1.500E-4 1.234562280E+00 1.235276685E+00
3.162000E+11 1.000E+16 325 1.500E-4 1.235438224E+00 1.235920405E+00
4.642000E+11 1.000E+16 325 1.500E-4 1.236457053E+00 1.236781193E+00
6.813000E+11 1.000E+16 325 1.500E-4 1.237674803E+00 1.237891687E+00
1.000000E+12 1.000E+16 325 1.500E-4 1.239115815E+00 1.239260212E+00
1.468000E+12 1.000E+16 325 1.500E-4 1.240760144E+00 1.240855890E+00
2.154000E+12 1.000E+16 325 1.500E-4 1.245810097E+00 1.246045518E+00
3.162000E+12 1.000E+16 325 1.500E-4 1.253573402E+00 1.253779230E+00
4.642000E+12 1.000E+16 325 1.500E-4 1.256475340E+00 1.256505264E+00
6.813000E+12 1.000E+16 325 1.500E-4 1.258153006E+00 1.258172937E+00
1.000000E+13 1.000E+16 325 1.500E-4 1.259741042E+00 1.259754592E+00
