T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.263828743E+00 1.216274350E+00 4.755439300E-02 1.246351005E+00 1.209139752E+00 3.721125300E-02 1.747773800E-02 7.134598000E-03
295 1.264515113E+00 1.219160581E+00 4.535453200E-02 1.248821731E+00 1.211880593E+00 3.694113800E-02 1.569338200E-02 7.279988000E-03
300 1.266124249E+00 1.222366949E+00 4.375730000E-02 1.251662219E+00 1.214656445E+00 3.700577400E-02 1.446203000E-02 7.710504000E-03
305 1.268477864E+00 1.225229496E+00 4.324836800E-02 1.254636830E+00 1.216910272E+00 3.772655800E-02 1.384103400E-02 8.319224000E-03
310 1.271091716E+00 1.228515116E+00 4.257660000E-02 1.257226774E+00 1.219068642E+00 3.815813200E-02 1.386494200E-02 9.446474000E-03
315 1.273680560E+00 1.231579305E+00 4.210125500E-02 1.259143205E+00 1.220619991E+00 3.852321400E-02 1.453735500E-02 1.095931400E-02
320 1.275638855E+00 1.233574583E+00 4.206427200E-02 1.259827508E+00 1.220835483E+00 3.899202500E-02 1.581134700E-02 1.273910000E-02
325 1.276270478E+00 1.235602727E+00 4.066775100E-02 1.258658938E+00 1.220574291E+00 3.808464700E-02 1.761154000E-02 1.502843600E-02
330 1.274648221E+00 1.237041376E+00 3.760684500E-02 1.254863667E+00 1.219348007E+00 3.551566000E-02 1.978455400E-02 1.769336900E-02
335 1.269083060E+00 1.236868484E+00 3.221457600E-02 1.247116934E+00 1.216401945E+00 3.071498900E-02 2.196612600E-02 2.046653900E-02
340 1.256837698E+00 1.236552920E+00 2.028477800E-02 1.233221871E+00 1.212954695E+00 2.026717600E-02 2.361582700E-02 2.359822500E-02
