fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
00T1 7:42 298.4 38.85 1.000E+000 8.374E+000 5.946E-011 6.885E+002 2.694E+000 3.860E-006 1.949E-003 
00T2 8:0 302.3 38.35 1.000E+000 8.654E+000 1.030E-010 7.073E+002 2.683E+000 4.618E-006 1.604E-003 
00T3 8:17 305 38.01 1.000E+000 8.455E+000 1.656E-010 7.202E+002 2.693E+000 5.461E-006 1.030E-003 
00T4 8:38 308 37.64 1.000E+000 8.109E+000 2.450E-010 7.342E+002 2.692E+000 6.400E-006 1.864E-003 
00T5 8:57 311.1 37.27 1.000E+000 6.868E+000 4.008E-010 7.482E+002 2.666E+000 7.206E-006 6.296E-004 
00T6 9:17 313.6 36.97 1.000E+000 5.446E+000 5.913E-010 7.591E+002 2.660E+000 8.260E-006 5.171E-004 
00T7 9:36 316.1 36.68 1.000E+000 4.487E+000 8.305E-010 7.696E+002 2.614E+000 8.753E-006 1.846E-003 
00T8 9:58 318.7 36.38 1.000E+000 3.907E+000 1.185E-009 7.800E+002 2.575E+000 9.442E-006 2.156E-003 
00T9 10:20 321.3 36.09 1.000E+000 4.320E+000 1.864E-009 7.897E+002 2.645E+000 1.211E-005 5.966E-004 
0T10 10:41 324.4 35.74 1.000E+000 3.836E+000 2.782E-009 8.004E+002 2.597E+000 1.329E-005 3.447E-004 
0T11 11:2 327.1 35.45 1.000E+000 5.767E+000 4.030E-009 8.088E+002 2.567E+000 1.455E-005 1.448E-003 
0T12 11:26 329.7 35.17 1.000E+000 8.719E+000 5.989E-009 8.161E+002 2.578E+000 1.702E-005 1.338E-003 
0T13 11:48 332.4 34.88 1.000E+000 9.890E+000 8.182E-009 8.226E+002 2.597E+000 1.989E-005 6.768E-004 
