N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+15 325 3.800E-4 3.836094E+1 1.679640E+1 5.545360E-1 7.895820E+1
1.468000E+10 1.778E+15 325 3.800E-4 3.833321E+1 1.677060E+1 5.544590E-1 7.890500E+1
2.154000E+10 1.778E+15 325 3.800E-4 3.829280E+1 1.672720E+1 5.543460E-1 7.879990E+1
3.162000E+10 1.778E+15 325 3.800E-4 3.823414E+1 1.667220E+1 5.541810E-1 7.868460E+1
4.642000E+10 1.778E+15 325 3.800E-4 3.814940E+1 1.659200E+1 5.539370E-1 7.851460E+1
6.813000E+10 1.778E+15 325 3.800E-4 3.802795E+1 1.647560E+1 5.535780E-1 7.826360E+1
1.000000E+11 1.778E+15 325 3.800E-4 3.785585E+1 1.630780E+1 5.530490E-1 7.789300E+1
1.468000E+11 1.778E+15 325 3.800E-4 3.761617E+1 1.606810E+1 5.522660E-1 7.734670E+1
2.154000E+11 1.778E+15 325 3.800E-4 3.729083E+1 1.573190E+1 5.511050E-1 7.654970E+1
3.162000E+11 1.778E+15 325 3.800E-4 3.686555E+1 1.527450E+1 5.493530E-1 7.542120E+1
4.642000E+11 1.778E+15 325 3.800E-4 3.633808E+1 1.471050E+1 5.466820E-1 7.405090E+1
6.813000E+11 1.778E+15 325 3.800E-4 3.572599E+1 1.410490E+1 5.426290E-1 7.275840E+1
1.000000E+12 1.778E+15 325 3.800E-4 3.506283E+1 1.352650E+1 5.362190E-1 7.194440E+1
1.468000E+12 1.778E+15 325 3.800E-4 3.438004E+1 1.299390E+1 5.257250E-1 7.189110E+1
2.154000E+12 1.778E+15 325 3.800E-4 3.369050E+1 1.249630E+1 5.085350E-1 7.293790E+1
3.162000E+12 1.778E+15 325 3.800E-4 3.299022E+1 1.201780E+1 4.920250E-1 7.403750E+1
4.642000E+12 1.778E+15 325 3.800E-4 3.226990E+1 1.155120E+1 4.826910E-1 7.415840E+1
6.813000E+12 1.778E+15 325 3.800E-4 3.152240E+1 1.108170E+1 4.745810E-1 7.407610E+1
1.000000E+13 1.778E+15 325 3.800E-4 3.074396E+1 1.061170E+1 4.665160E-1 7.398740E+1
1.468000E+13 1.778E+15 325 3.800E-4 2.993321E+1 1.014440E+1 4.584460E-1 7.392380E+1
2.154000E+13 1.778E+15 325 3.800E-4 2.909026E+1 9.670300E+0 4.504120E-1 7.380450E+1
3.162000E+13 1.778E+15 325 3.800E-4 2.821650E+1 9.195000E+0 4.424310E-1 7.365540E+1
4.642000E+13 1.778E+15 325 3.800E-4 2.731453E+1 8.722100E+0 4.345050E-1 7.349050E+1
6.813000E+13 1.778E+15 325 3.800E-4 2.638822E+1 8.243700E+0 4.265950E-1 7.323160E+1
1.000000E+14 1.778E+15 325 3.800E-4 2.544281E+1 7.769400E+0 4.186380E-1 7.294320E+1
