N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.778E+15 325 3.800E-4 3.837196E+1 1.673010E+1 5.521580E-1 7.896230E+1
1.468000E+10 1.778E+15 325 3.800E-4 3.834862E+1 1.667910E+1 5.510430E-1 7.892890E+1
2.154000E+10 1.778E+15 325 3.800E-4 3.831473E+1 1.660780E+1 5.494680E-1 7.888700E+1
3.162000E+10 1.778E+15 325 3.800E-4 3.826575E+1 1.651000E+1 5.472770E-1 7.883680E+1
4.642000E+10 1.778E+15 325 3.800E-4 3.819547E+1 1.637800E+1 5.443680E-1 7.876910E+1
6.813000E+10 1.778E+15 325 3.800E-4 3.809562E+1 1.619850E+1 5.406220E-1 7.865120E+1
1.000000E+11 1.778E+15 325 3.800E-4 3.795574E+1 1.597990E+1 5.359020E-1 7.856200E+1
1.468000E+11 1.778E+15 325 3.800E-4 3.776357E+1 1.570500E+1 5.303500E-1 7.841550E+1
2.154000E+11 1.778E+15 325 3.800E-4 3.750640E+1 1.538850E+1 5.240250E-1 7.829590E+1
3.162000E+11 1.778E+15 325 3.800E-4 3.717371E+1 1.502050E+1 5.172530E-1 7.811680E+1
4.642000E+11 1.778E+15 325 3.800E-4 3.676097E+1 1.461740E+1 5.103200E-1 7.791820E+1
6.813000E+11 1.778E+15 325 3.800E-4 3.627278E+1 1.419520E+1 5.034340E-1 7.773510E+1
1.000000E+12 1.778E+15 325 3.800E-4 3.572307E+1 1.375430E+1 4.968300E-1 7.749670E+1
1.468000E+12 1.778E+15 325 3.800E-4 3.513093E+1 1.331900E+1 4.905900E-1 7.727930E+1
2.154000E+12 1.778E+15 325 3.800E-4 3.451273E+1 1.288160E+1 4.846380E-1 7.701480E+1
3.162000E+12 1.778E+15 325 3.800E-4 3.387683E+1 1.245080E+1 4.789310E-1 7.674010E+1
4.642000E+12 1.778E+15 325 3.800E-4 3.322318E+1 1.202800E+1 4.733100E-1 7.649060E+1
6.813000E+12 1.778E+15 325 3.800E-4 3.254714E+1 1.159930E+1 4.676820E-1 7.620230E+1
1.000000E+13 1.778E+15 325 3.800E-4 3.184354E+1 1.117300E+1 4.619850E-1 7.594880E+1
1.468000E+13 1.778E+15 325 3.800E-4 3.110886E+1 1.073620E+1 4.561690E-1 7.565580E+1
2.154000E+13 1.778E+15 325 3.800E-4 3.034124E+1 1.030030E+1 4.502530E-1 7.539820E+1
3.162000E+13 1.778E+15 325 3.800E-4 2.954024E+1 9.853700E+0 4.441970E-1 7.509430E+1
4.642000E+13 1.778E+15 325 3.800E-4 2.870642E+1 9.408300E+0 4.380340E-1 7.482140E+1
6.813000E+13 1.778E+15 325 3.800E-4 2.784143E+1 8.954200E+0 4.317550E-1 7.448960E+1
1.000000E+14 1.778E+15 325 3.800E-4 2.694796E+1 8.498200E+0 4.253420E-1 7.414190E+1
