T d154 d184 d214 d244
d 150 180 210 240
290 5.586290900E-02 5.563428000E-02 5.596955500E-02 5.593914600E-02
295 5.426906400E-02 5.401981000E-02 5.428988500E-02 5.431383500E-02
300 5.306893600E-02 5.279864600E-02 5.309947400E-02 5.311516000E-02
305 5.148226500E-02 5.123631400E-02 5.134255200E-02 5.151828500E-02
310 4.904583200E-02 4.986541300E-02 4.992702500E-02 5.005209700E-02
315 4.819520700E-02 4.901345100E-02 4.908980300E-02 4.921568200E-02
320 4.726249100E-02 4.809366100E-02 4.819796300E-02 4.829838500E-02
325 4.648969300E-02 4.740609400E-02 4.754176900E-02 4.759051900E-02
330 4.628160000E-02 4.720105800E-02 4.738647700E-02 4.740095000E-02
335 4.581481600E-02 4.675155700E-02 4.694885100E-02 4.692460400E-02
340 4.524765700E-02 4.621197600E-02 4.643437200E-02 4.642407700E-02
