fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
T01_280 T01_280.dat 280 41.41 1.000E+000 0.000E+000 5.434E-005 1.000E+020 1.830E+000 9.293E-004 1.096E-003 
T02_285 T02_285.dat 285 40.68 1.000E+000 0.000E+000 5.812E-005 1.000E+020 1.827E+000 9.170E-004 1.131E-003 
T03_290 T03_290.dat 290 39.98 1.000E+000 0.000E+000 6.191E-005 1.000E+020 1.826E+000 9.038E-004 1.135E-003 
T04_295 T04_295.dat 295 39.3 1.000E+000 0.000E+000 6.593E-005 1.000E+020 1.825E+000 8.855E-004 1.000E-003 
T05_300 T05_300.dat 300 38.65 1.000E+000 0.000E+000 7.009E-005 1.000E+020 1.823E+000 8.716E-004 9.490E-004 
T06_305 T06_305.dat 305 38.01 1.000E+000 0.000E+000 7.441E-005 1.000E+020 1.817E+000 8.597E-004 9.028E-004 
T07_310 T07_310.dat 310 37.4 1.000E+000 0.000E+000 7.876E-005 1.000E+020 1.811E+000 8.482E-004 8.414E-004 
T08_315 T08_315.dat 315 36.81 1.000E+000 0.000E+000 8.330E-005 1.000E+020 1.808E+000 8.337E-004 7.496E-004 
T09_320 T09_320.dat 320 36.23 1.000E+000 0.000E+000 8.797E-005 1.000E+020 1.806E+000 8.129E-004 5.891E-004 
T10_325 T10_325.dat 325 35.67 1.000E+000 0.000E+000 9.281E-005 1.000E+020 1.794E+000 8.021E-004 5.306E-004 
T11_330 T11_330.dat 330 35.13 1.000E+000 0.000E+000 9.779E-005 1.000E+020 1.779E+000 7.918E-004 4.840E-004 
T12_335 T12_335.dat 335 34.61 1.000E+000 0.000E+000 1.029E-004 1.000E+020 1.762E+000 7.818E-004 4.561E-004 
T13_340 T13_340.dat 340 34.1 1.000E+000 0.000E+000 1.081E-004 1.000E+020 1.741E+000 7.722E-004 4.666E-004 
