X Y Xfit Yfit
6.7477500E+0 5.1431000E+1 6.4111516E+0 5.1010835E+1
6.9151300E+0 5.6716800E+1 6.9231770E+0 5.6368437E+1
7.4742900E+0 6.2580300E+1 7.4515845E+0 6.2274963E+1
8.0026300E+0 6.9068200E+1 7.9867966E+0 6.8796592E+1
8.5193200E+0 7.6256900E+1 8.5193200E+0 7.6009760E+1
9.0350100E+0 8.4224300E+1 9.0405691E+0 8.4001834E+1
9.5492100E+0 9.3072500E+1 9.5435335E+0 9.2871615E+1
9.9418700E+0 1.0297800E+2 1.0023200E+1 1.0272977E+2
1.0436000E+1 1.1392000E+2 1.0476704E+1 1.1369934E+2
1.0877300E+1 1.2613100E+2 1.0903241E+1 1.2591650E+2
1.1285900E+1 1.3972400E+2 1.1303811E+1 1.3953147E+2
1.1669300E+1 1.5488700E+2 1.1680876E+1 1.5470996E+2
1.2038000E+1 1.7180400E+2 1.2038000E+1 1.7163476E+2
1.2388700E+1 1.9059600E+2 1.2379532E+1 1.9050781E+2
1.2730700E+1 2.1163300E+2 1.2710346E+1 2.1155254E+2
1.3034400E+1 2.3503700E+2 1.3035664E+1 2.3501651E+2
1.3380700E+1 2.6119700E+2 1.3360955E+1 2.6117437E+2
1.3698500E+1 2.9031900E+2 1.3691893E+1 2.9033122E+2
1.3994300E+1 3.2280600E+2 1.4034384E+1 3.2282612E+2
1.4360200E+1 3.5897700E+2 1.4394631E+1 3.5903631E+2
1.4756000E+1 3.9928500E+2 1.4779247E+1 3.9938142E+2
1.5195400E+1 4.4428700E+2 1.5195400E+1 4.4432869E+2
1.5655700E+1 4.9428600E+2 1.5650998E+1 4.9439808E+2
1.6169300E+1 5.5026500E+2 1.6154913E+1 5.5016866E+2
1.6694200E+1 6.1238000E+2 1.6717241E+1 6.1228512E+2
1.7322800E+1 6.8139200E+2 1.7349625E+1 6.8146533E+2
1.7956000E+1 7.5848500E+2 1.8065629E+1 7.5850860E+2
1.8975700E+1 8.4417900E+2 1.8881200E+1 8.4430498E+2
2.0068800E+1 9.4011300E+2 1.9815211E+1 9.3984554E+2
2.1074200E+1 1.0459800E+3 2.0890134E+1 1.0462337E+3
2.2092100E+1 1.1644600E+3 2.2132851E+1 1.1646983E+3
2.4092400E+1 1.2959900E+3 2.3575646E+1 1.2966071E+3
2.6188600E+1 1.4425100E+3 2.5257423E+1 1.4434835E+3
2.6943700E+1 1.6064800E+3 2.7225192E+1 1.6070232E+3
2.9535900E+1 1.7881900E+3 2.9535900E+1 1.7891143E+3
3.2390700E+1 1.9913000E+3 3.2258685E+1 1.9918588E+3
3.5798200E+1 2.2169000E+3 3.5477646E+1 2.2175969E+3
3.9764800E+1 2.4673400E+3 3.9295252E+1 2.4689339E+3
4.4907500E+1 2.7460800E+3 4.3836558E+1 2.7487698E+3
4.9349900E+1 3.0571900E+3 4.9254399E+1 3.0603335E+3
5.3862300E+1 3.4050000E+3 5.5735789E+1 3.4072186E+3
6.2659500E+1 3.7909200E+3 6.3509836E+1 3.7934251E+3
6.9900900E+1 4.2200200E+3 7.2857530E+1 4.2234058E+3
8.6420300E+1 4.6980400E+3 8.4123778E+1 4.7021152E+3
9.2020000E+1 5.2336500E+3 9.7732371E+1 5.2350680E+3
1.1586300E+2 5.8197900E+3 1.1420437E+2 5.8283996E+3
1.2568800E+2 6.4821600E+3 1.3418092E+2 6.4889365E+3
1.4977400E+2 7.2184900E+3 1.5845142E+2 7.2242721E+3
1.8837600E+2 8.0489500E+3 1.8798832E+2 8.0428521E+3
2.3139900E+2 8.9467700E+3 2.2399007E+2 8.9540638E+3
2.4817700E+2 9.9749500E+3 2.6793454E+2 9.9683476E+3
3.1146600E+2 1.1097300E+4 3.2164448E+2 1.1097300E+4
3.5567200E+2 1.2383500E+4 3.8736867E+2 1.2353800E+4
4.6310600E+2 1.3832400E+4 4.6788187E+2 1.3752137E+4
5.2954600E+2 1.5296600E+4 5.6660942E+2 1.5308175E+4
6.6279600E+2 1.7054800E+4 6.8777857E+2 1.7039485E+4
8.6478400E+2 1.9041400E+4 8.3660520E+2 1.8965504E+4
