T d154 d184 d214 d244
d 150 180 210 240
290 1.580102400E-02 1.631446100E-02 1.727759200E-02 1.780457300E-02
295 1.438351600E-02 1.523279200E-02 1.627713900E-02 1.681866900E-02
300 1.108919300E-02 1.208552900E-02 1.329330800E-02 1.394760000E-02
305 3.906508000E-03 5.300912000E-03 6.817077000E-03 7.764888000E-03
310 -1.067635200E-02 -8.381364000E-03 -6.141245000E-03 -4.635479000E-03
315 -3.932886900E-02 -3.411431100E-02 -3.047347000E-02 -2.784686100E-02
320 -8.765841500E-02 -7.926278300E-02 -7.286171100E-02 -6.890929300E-02
325 -1.608517970E-01 -1.477908080E-01 -1.375248340E-01 -1.306879330E-01
330 -1.331681280E-01 -1.314067380E-01 -1.302301420E-01 -1.291158240E-01
335 -5.789711700E-02 -5.607099100E-02 -5.568501800E-02 -5.546552700E-02
340 7.297188000E-03 6.278262000E-03 5.587031000E-03 5.176686000E-03
