T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.269864725E+00 1.211247728E+00 5.861699700E-02 1.260194715E+00 1.208855681E+00 5.133903400E-02 9.670010000E-03 2.392047000E-03
295 1.271157043E+00 1.214287168E+00 5.686987500E-02 1.262500987E+00 1.211705779E+00 5.079520800E-02 8.656056000E-03 2.581389000E-03
300 1.273266222E+00 1.216705191E+00 5.656103100E-02 1.265311985E+00 1.213859239E+00 5.145274600E-02 7.954237000E-03 2.845952000E-03
305 1.275933193E+00 1.219381703E+00 5.655149000E-02 1.268331312E+00 1.215988940E+00 5.234237200E-02 7.601881000E-03 3.392763000E-03
310 1.278829207E+00 1.221562214E+00 5.726699300E-02 1.271207032E+00 1.217623194E+00 5.358383800E-02 7.622175000E-03 3.939020000E-03
315 1.281791875E+00 1.222417386E+00 5.937448900E-02 1.273770525E+00 1.217748940E+00 5.602158500E-02 8.021350000E-03 4.668446000E-03
320 1.284413649E+00 1.223243437E+00 6.117021200E-02 1.275618754E+00 1.217629068E+00 5.798968600E-02 8.794895000E-03 5.614369000E-03
325 1.286010773E+00 1.223085091E+00 6.292568200E-02 1.276092366E+00 1.216371173E+00 5.972119300E-02 9.918407000E-03 6.713918000E-03
330 1.286296136E+00 1.220924841E+00 6.537129500E-02 1.274947953E+00 1.213072093E+00 6.187586000E-02 1.134818300E-02 7.852748000E-03
335 1.284347147E+00 1.218817724E+00 6.552942300E-02 1.271375769E+00 1.209646796E+00 6.172897300E-02 1.297137800E-02 9.170928000E-03
340 1.279126888E+00 1.215740751E+00 6.338613700E-02 1.264501804E+00 1.205191276E+00 5.931052800E-02 1.462508400E-02 1.054947500E-02
