fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
0DT0 7:40 295.3 39.26 1.000E+000 3.080E+000 1.394E-011 1.934E+004 2.906E+000 6.841E-006 1.329E-003 
0DT1 7:43 295.5 39.24 1.000E+000 3.106E+000 1.445E-011 1.921E+004 2.892E+000 6.765E-006 1.442E-003 
0DT2 7:48 295.7 39.21 1.000E+000 3.064E+000 1.476E-011 1.909E+004 2.897E+000 6.917E-006 1.166E-003 
0DT3 7:50 295.8 39.2 1.000E+000 3.058E+000 1.505E-011 1.902E+004 2.902E+000 6.992E-006 1.372E-003 
0DT4 7:52 295.9 39.18 1.000E+000 3.068E+000 1.548E-011 1.896E+004 2.905E+000 7.063E-006 1.340E-003 
0DT5 7:55 296 39.17 1.000E+000 3.122E+000 1.650E-011 1.889E+004 2.916E+000 7.229E-006 1.979E-003 
0DT6 7:57 296.1 39.16 1.000E+000 3.116E+000 1.678E-011 1.883E+004 2.914E+000 7.248E-006 1.897E-003 
0DT7 8:0 295.9 39.18 1.000E+000 3.100E+000 1.594E-011 1.896E+004 2.911E+000 7.180E-006 1.410E-003 
0DT8 8:2 295.7 39.21 1.000E+000 3.136E+000 1.592E-011 1.909E+004 2.918E+000 7.137E-006 1.409E-003 
0DT9 8:5 295.6 39.22 1.000E+000 3.070E+000 1.470E-011 1.915E+004 2.907E+000 6.996E-006 1.254E-003 
