Frac Clast T TCmean TCstd
0.04 0.00 300 138.2747 0.1507
0.04 0.05 300 138.3063 0.1685
0.04 0.10 300 138.3097 0.1919
0.04 0.15 300 138.2751 0.2227
0.04 0.20 300 138.2247 0.2964
0.04 0.25 300 138.1857 0.3493
0.04 0.30 300 138.1213 0.4447
0.04 0.35 300 138.1028 0.5193
0.04 0.40 300 138.0909 0.5543
0.04 0.45 300 138.0946 0.6112
0.04 0.50 300 138.1217 0.6679
0.04 0.55 300 138.1076 0.7335
0.04 0.60 300 138.1474 0.7444
0.04 0.65 300 138.1381 0.7978
0.04 0.70 300 138.1088 0.8851
0.04 0.75 300 138.1661 0.9001
0.04 0.80 300 138.1961 0.9378
0.04 0.85 300 138.2141 1.0058
0.04 0.90 300 138.1419 0.9785
0.04 0.95 300 138.1922 0.9956
0.04 1.00 300 138.2093 1.0413
0.08 0.00 300 132.2596 0.2189
0.08 0.05 300 132.2970 0.2368
0.08 0.10 300 132.2619 0.2855
0.08 0.15 300 132.1628 0.3496
0.08 0.20 300 132.0200 0.4641
0.08 0.25 300 131.8748 0.5917
0.08 0.30 300 131.8145 0.7076
0.08 0.35 300 131.7144 0.8365
0.08 0.40 300 131.7101 0.9152
0.08 0.45 300 131.7501 0.9766
0.08 0.50 300 131.7769 1.0934
0.08 0.55 300 131.7670 1.2017
0.08 0.60 300 131.7439 1.2432
0.08 0.65 300 131.8772 1.3488
0.08 0.70 300 131.8728 1.4954
0.08 0.75 300 132.0129 1.4801
0.08 0.80 300 131.9519 1.5974
0.08 0.85 300 131.9991 1.6112
0.08 0.90 300 132.1355 1.6421
0.08 0.95 300 132.0080 1.7909
0.08 1.00 300 132.1127 1.6671
0.12 0.00 300 126.1400 0.3657
0.12 0.05 300 126.1110 0.3865
0.12 0.10 300 126.6168 0.3563
0.12 0.15 300 126.4665 0.4527
0.12 0.20 300 126.2279 0.5604
0.12 0.25 300 125.9815 0.7446
0.12 0.30 300 125.8527 0.8792
0.12 0.35 300 125.8952 1.0418
0.12 0.40 300 125.8505 1.1578
0.12 0.45 300 125.8417 1.3174
0.12 0.50 300 125.8131 1.4105
0.12 0.55 300 125.9026 1.5588
0.12 0.60 300 125.8169 1.6659
0.12 0.65 300 126.0151 1.7634
0.12 0.70 300 126.0666 1.8623
0.12 0.75 300 126.0827 1.9229
0.12 0.80 300 126.1700 2.0553
0.12 0.85 300 126.2905 2.0814
0.12 0.90 300 126.3145 2.0857
0.12 0.95 300 126.3700 2.2173
0.12 1.00 300 126.3769 2.3054
0.16 0.00 300 120.6756 0.4458
0.16 0.05 300 120.6292 0.4559
0.16 0.10 300 121.3544 0.4232
0.16 0.15 300 121.1271 0.5126
0.16 0.20 300 120.8180 0.6482
0.16 0.25 300 120.5227 0.8669
0.16 0.30 300 120.4397 1.0317
0.16 0.35 300 120.3186 1.1776
0.16 0.40 300 120.3002 1.3383
0.16 0.45 300 120.3425 1.5205
0.16 0.50 300 120.3225 1.6695
0.16 0.55 300 120.4399 1.8089
0.16 0.60 300 120.4514 1.8834
0.16 0.65 300 120.4700 2.0431
0.16 0.70 300 120.7055 2.1518
0.16 0.75 300 120.5511 2.2352
