Frac Clast T TCmean TCstd
0.05 0.00 300 136.7903 0.1747
0.05 0.05 300 136.7754 0.1893
0.05 0.10 300 136.5116 0.3751
0.05 0.15 300 136.3774 0.5051
0.05 0.20 300 136.3517 0.6575
0.05 0.25 300 136.4197 0.7755
0.05 0.30 300 136.3767 0.8752
0.05 0.35 300 136.5037 0.9439
0.05 0.40 300 136.5136 1.0467
0.05 0.45 300 136.5009 1.1428
0.05 0.50 300 136.5981 1.1523
0.05 0.55 300 136.6605 1.2951
0.05 0.60 300 136.7470 1.2905
0.05 0.65 300 136.7821 1.2720
0.05 0.70 300 136.8404 1.3991
0.05 0.75 300 136.8013 1.3619
0.05 0.80 300 136.9004 1.3824
0.05 0.85 300 136.9070 1.4574
0.05 0.90 300 136.9953 1.4675
0.05 0.95 300 137.0393 1.5016
0.05 1.00 300 137.0842 1.4681
0.10 0.00 300 129.3462 0.2926
0.10 0.05 300 129.3387 0.3146
0.10 0.10 300 128.8072 0.5504
0.10 0.15 300 128.6303 0.7722
0.10 0.20 300 128.5848 1.0134
0.10 0.25 300 128.6535 1.2129
0.10 0.30 300 128.7000 1.4052
0.10 0.35 300 128.7391 1.5586
0.10 0.40 300 129.1065 1.6632
0.10 0.45 300 128.9809 1.8334
0.10 0.50 300 129.2134 1.9407
0.10 0.55 300 129.4626 1.9917
0.10 0.60 300 129.5228 2.1441
0.10 0.65 300 129.5936 2.2982
0.10 0.70 300 129.7826 2.1313
0.10 0.75 300 129.8508 2.2916
0.10 0.80 300 129.9470 2.3219
0.10 0.85 300 130.0440 2.4958
0.10 0.90 300 130.0388 2.3673
0.10 0.95 300 130.0966 2.4709
0.10 1.00 300 130.4013 2.3967
0.15 0.00 300 122.4527 0.3977
0.15 0.05 300 122.4291 0.4014
0.15 0.10 300 121.7211 0.6735
0.15 0.15 300 121.4890 0.9588
0.15 0.20 300 121.4900 1.2477
0.15 0.25 300 121.5384 1.4370
0.15 0.30 300 121.7816 1.7257
0.15 0.35 300 121.8696 1.9579
0.15 0.40 300 121.9822 2.2035
0.15 0.45 300 122.2010 2.3206
0.15 0.50 300 122.4043 2.4876
0.15 0.55 300 122.7021 2.5606
0.15 0.60 300 122.8106 2.7104
0.15 0.65 300 122.9107 2.8625
0.15 0.70 300 123.2335 2.9383
0.15 0.75 300 123.3039 2.9388
0.15 0.80 300 123.4903 3.0264
0.15 0.85 300 123.5446 3.1343
0.15 0.90 300 123.8526 3.0804
0.15 0.95 300 123.8879 3.2377
0.15 1.00 300 123.9721 3.1165
0.20 0.00 300 116.0388 0.4606
0.20 0.05 300 116.0243 0.4610
0.20 0.10 300 115.2251 0.7263
0.20 0.15 300 114.9678 1.0639
0.20 0.20 300 114.9798 1.4340
0.20 0.25 300 115.1348 1.6867
0.20 0.30 300 115.3184 2.0496
0.20 0.35 300 115.5757 2.3181
0.20 0.40 300 115.6877 2.5900
0.20 0.45 300 115.9953 2.6196
0.20 0.50 300 116.1437 2.9620
0.20 0.55 300 116.4300 3.0482
0.20 0.60 300 116.5700 3.1532
0.20 0.65 300 116.7694 3.1947
0.20 0.70 300 117.0727 3.3413
0.20 0.75 300 117.1896 3.4425
0.20 0.80 300 117.4749 3.4079
0.20 0.85 300 117.6648 3.5606
0.20 0.90 300 117.8276 3.7854
0.20 0.95 300 117.8657 3.7874
0.20 1.00 300 118.2994 3.5927
0.25 0.00 300 110.0930 0.5025
0.25 0.05 300 110.0485 0.5012
0.25 0.10 300 109.2613 0.7562
0.25 0.15 300 108.9701 1.1120
0.25 0.20 300 109.1339 1.4715
0.25 0.25 300 109.2636 1.8326
0.25 0.30 300 109.2161 2.2242
0.25 0.35 300 109.6020 2.5095
0.25 0.40 300 109.6010 2.8002
0.25 0.45 300 110.0215 3.0862
0.25 0.50 300 110.3462 3.1769
0.25 0.55 300 110.5832 3.5840
0.25 0.60 300 110.8217 3.5423
0.25 0.65 300 111.0993 3.8395
0.25 0.70 300 111.3521 4.0114
0.25 0.75 300 111.5131 3.9688
0.25 0.80 300 111.8349 3.9703
0.25 0.85 300 111.9448 4.1443
0.25 0.90 300 112.1933 4.2411
0.25 0.95 300 112.3663 4.1186
0.25 1.00 300 112.6957 4.2035
0.30 0.00 300 104.6011 0.5137
0.30 0.05 300 104.5806 0.5204
0.30 0.10 300 103.8266 0.7626
0.30 0.15 300 103.5977 1.1357
0.30 0.20 300 103.5897 1.5142
0.30 0.25 300 103.7928 1.9375
0.30 0.30 300 103.9487 2.2599
0.30 0.35 300 104.2435 2.4541
0.30 0.40 300 104.4331 2.9187
0.30 0.45 300 104.7002 3.1392
0.30 0.50 300 105.0273 3.2879
0.30 0.55 300 105.1603 3.5052
0.30 0.60 300 105.2819 3.8411
0.30 0.65 300 105.8259 3.7281
0.30 0.70 300 105.9522 3.9767
0.30 0.75 300 106.1764 4.2734
0.30 0.80 300 106.4210 4.4037
0.30 0.85 300 106.9897 4.3944
0.30 0.90 300 107.0939 4.6024
0.30 0.95 300 107.1635 4.5871
0.30 1.00 300 107.4528 4.6948
0.35 0.00 300 99.4969 0.5022
0.35 0.05 300 99.4789 0.5247
0.35 0.10 300 98.7872 0.7280
0.35 0.15 300 98.6043 1.1835
0.35 0.20 300 98.6290 1.5439
0.35 0.25 300 98.7304 1.9643
0.35 0.30 300 99.0389 2.2453
0.35 0.35 300 99.3844 2.5577
0.35 0.40 300 99.5183 2.8903
0.35 0.45 300 99.8660 3.0645
0.35 0.50 300 100.2271 3.4766
0.35 0.55 300 100.0462 3.5840
0.35 0.60 300 100.5637 3.9222
0.35 0.65 300 100.7039 4.1355
0.35 0.70 300 101.1081 4.1745
0.35 0.75 300 101.2026 4.5777
0.35 0.80 300 101.7114 4.5710
0.35 0.85 300 102.0177 4.7040
0.35 0.90 300 102.0920 4.9553
0.35 0.95 300 102.2420 4.6987
0.35 1.00 300 102.4110 4.9415
0.40 0.00 300 94.7881 0.4951
0.40 0.05 300 94.7650 0.5132
0.40 0.10 300 94.1763 0.7096
0.40 0.15 300 94.0065 1.0830
0.40 0.20 300 94.1558 1.4877
0.40 0.25 300 94.2803 1.8774
0.40 0.30 300 94.4715 2.1944
0.40 0.35 300 94.6378 2.5341
0.40 0.40 300 94.9483 2.8767
0.40 0.45 300 95.1195 3.0494
0.40 0.50 300 95.3907 3.5029
0.40 0.55 300 95.7043 3.8387
0.40 0.60 300 96.0310 3.8565
0.40 0.65 300 96.2318 4.3222
0.40 0.70 300 96.2285 4.2441
0.40 0.75 300 96.9470 4.3941
0.40 0.80 300 97.0672 4.5365
0.40 0.85 300 97.2359 4.6962
0.40 0.90 300 97.2828 4.8035
0.40 0.95 300 97.9606 4.9055
0.40 1.00 300 97.9535 5.1735
0.45 0.00 300 90.4056 0.4629
0.45 0.05 300 90.3693 0.4809
0.45 0.10 300 89.9216 0.6656
0.45 0.15 300 89.8414 1.0748
0.45 0.20 300 89.9085 1.4460
0.45 0.25 300 90.0331 1.7689
0.45 0.30 300 90.2832 2.1156
0.45 0.35 300 90.4334 2.4555
0.45 0.40 300 90.6476 2.8336
0.45 0.45 300 90.8222 3.0165
0.45 0.50 300 91.1239 3.3874
0.45 0.55 300 91.2186 3.7125
0.45 0.60 300 91.5957 3.7877
0.45 0.65 300 91.8988 4.0465
0.45 0.70 300 92.0826 4.2720
0.45 0.75 300 92.2828 4.5588
0.45 0.80 300 92.3652 4.6779
0.45 0.85 300 93.0773 4.9130
0.45 0.90 300 92.9116 4.9167
0.45 0.95 300 93.5714 5.3573
0.45 1.00 300 93.5050 5.1286
0.50 0.00 300 86.3392 0.4364
0.50 0.05 300 86.3633 0.4321
0.50 0.10 300 86.0281 0.6076
0.50 0.15 300 85.9379 0.9965
0.50 0.20 300 86.0373 1.3327
0.50 0.25 300 86.2038 1.6835
0.50 0.30 300 86.3287 1.9866
0.50 0.35 300 86.5461 2.2815
0.50 0.40 300 86.7412 2.5859
0.50 0.45 300 87.0724 2.9537
0.50 0.50 300 87.2114 3.1118
0.50 0.55 300 87.5187 3.3857
0.50 0.60 300 87.8007 3.7299
0.50 0.65 300 87.7621 3.8559
0.50 0.70 300 88.0967 4.1510
0.50 0.75 300 88.4864 4.2769
0.50 0.80 300 88.4722 4.4639
0.50 0.85 300 88.6573 4.7200
0.50 0.90 300 88.7767 4.9328
0.50 0.95 300 88.8738 5.1692
0.50 1.00 300 89.6950 5.0477
0.55 0.00 300 82.6588 0.3949
0.55 0.05 300 82.6524 0.4023
0.55 0.10 300 82.4061 0.5603
0.55 0.15 300 82.3788 0.9123
0.55 0.20 300 82.4221 1.2173
0.55 0.25 300 82.5710 1.5331
0.55 0.30 300 82.7681 1.8746
0.55 0.35 300 82.9071 2.0692
0.55 0.40 300 83.1033 2.4108
