Frac Clast T TCmean TCstd
0.05 0.00 300 136.5737 0.1892
0.05 0.05 300 136.5577 0.2051
0.05 0.10 300 136.2960 0.3997
0.05 0.15 300 136.1772 0.5317
0.05 0.20 300 136.1660 0.6892
0.05 0.25 300 136.2420 0.8103
0.05 0.30 300 136.2119 0.9089
0.05 0.35 300 136.3508 0.9788
0.05 0.40 300 136.3697 1.0793
0.05 0.45 300 136.3668 1.1737
0.05 0.50 300 136.4661 1.1866
0.05 0.55 300 136.5362 1.3275
0.05 0.60 300 136.6297 1.3239
0.05 0.65 300 136.6686 1.3065
0.05 0.70 300 136.7346 1.4252
0.05 0.75 300 136.6931 1.3906
0.05 0.80 300 136.8006 1.4108
0.05 0.85 300 136.8085 1.4806
0.05 0.90 300 136.9064 1.4897
0.05 0.95 300 136.9512 1.5218
0.05 1.00 300 136.9996 1.4860
0.10 0.00 300 128.9788 0.3114
0.10 0.05 300 128.9733 0.3343
0.10 0.10 300 128.4495 0.5742
0.10 0.15 300 128.3108 0.8000
0.10 0.20 300 128.2940 1.0459
0.10 0.25 300 128.3929 1.2499
0.10 0.30 300 128.4516 1.4392
0.10 0.35 300 128.5177 1.5934
0.10 0.40 300 128.9018 1.6989
0.10 0.45 300 128.7885 1.8591
0.10 0.50 300 129.0345 1.9650
0.10 0.55 300 129.2910 2.0109
0.10 0.60 300 129.3636 2.1550
0.10 0.65 300 129.4453 2.3038
0.10 0.70 300 129.6408 2.1401
0.10 0.75 300 129.7148 2.3008
0.10 0.80 300 129.8144 2.3166
0.10 0.85 300 129.9181 2.4934
0.10 0.90 300 129.9117 2.3672
0.10 0.95 300 129.9763 2.4646
0.10 1.00 300 130.2790 2.3920
0.15 0.00 300 121.9753 0.4181
0.15 0.05 300 121.9569 0.4207
0.15 0.10 300 121.2777 0.6986
0.15 0.15 300 121.1026 0.9874
0.15 0.20 300 121.1501 1.2759
0.15 0.25 300 121.2338 1.4700
0.15 0.30 300 121.5198 1.7528
0.15 0.35 300 121.6397 1.9780
0.15 0.40 300 121.7776 2.2162
0.15 0.45 300 122.0033 2.3351
0.15 0.50 300 122.2278 2.4854
0.15 0.55 300 122.5446 2.5555
0.15 0.60 300 122.6610 2.7023
0.15 0.65 300 122.7646 2.8648
0.15 0.70 300 123.1050 2.9240
0.15 0.75 300 123.1781 2.9268
0.15 0.80 300 123.3677 3.0053
0.15 0.85 300 123.4281 3.1098
0.15 0.90 300 123.7440 3.0649
0.15 0.95 300 123.7781 3.2137
0.15 1.00 300 123.8657 3.0859
0.20 0.00 300 115.4949 0.4788
0.20 0.05 300 115.4816 0.4777
0.20 0.10 300 114.7484 0.7445
0.20 0.15 300 114.5719 1.0798
0.20 0.20 300 114.6461 1.4488
0.20 0.25 300 114.8625 1.6977
0.20 0.30 300 115.0917 2.0625
0.20 0.35 300 115.3818 2.3171
0.20 0.40 300 115.5156 2.5810
0.20 0.45 300 115.8416 2.6062
0.20 0.50 300 116.0123 2.9328
0.20 0.55 300 116.3040 3.0235
0.20 0.60 300 116.4570 3.1188
0.20 0.65 300 116.6548 3.1721
0.20 0.70 300 116.9669 3.3025
0.20 0.75 300 117.0874 3.4082
0.20 0.80 300 117.3824 3.3660
0.20 0.85 300 117.5776 3.5310
0.20 0.90 300 117.7388 3.7529
0.20 0.95 300 117.7810 3.7425
0.20 1.00 300 118.2055 3.5712
0.25 0.00 300 109.5141 0.5163
0.25 0.05 300 109.4709 0.5151
0.25 0.10 300 108.7826 0.7690
0.25 0.15 300 108.6001 1.1171
0.25 0.20 300 108.8497 1.4740
0.25 0.25 300 109.0470 1.8188
0.25 0.30 300 109.0589 2.1923
0.25 0.35 300 109.4756 2.4820
0.25 0.40 300 109.5040 2.7632
0.25 0.45 300 109.9505 3.0230
0.25 0.50 300 110.2797 3.1228
0.25 0.55 300 110.5386 3.5218
0.25 0.60 300 110.7668 3.4838
0.25 0.65 300 111.0573 3.7634
0.25 0.70 300 111.3134 3.9332
0.25 0.75 300 111.4798 3.8868
0.25 0.80 300 111.7943 3.9055
0.25 0.85 300 111.9049 4.0776
0.25 0.90 300 112.1483 4.1822
0.25 0.95 300 112.3151 4.0683
0.25 1.00 300 112.6454 4.1664
0.30 0.00 300 104.0214 0.5231
0.30 0.05 300 103.9995 0.5305
0.30 0.10 300 103.3861 0.7688
0.30 0.15 300 103.2914 1.1303
0.30 0.20 300 103.3916 1.4929
0.30 0.25 300 103.6746 1.9038
0.30 0.30 300 103.8933 2.2071
0.30 0.35 300 104.2228 2.4037
0.30 0.40 300 104.4462 2.8539
0.30 0.45 300 104.7278 3.0569
0.30 0.50 300 105.0562 3.2068
0.30 0.55 300 105.1998 3.4207
0.30 0.60 300 105.3392 3.7460
0.30 0.65 300 105.8561 3.6538
0.30 0.70 300 105.9940 3.8953
0.30 0.75 300 106.2294 4.1681
0.30 0.80 300 106.4601 4.3062
0.30 0.85 300 107.0252 4.2997
0.30 0.90 300 107.1241 4.5300
0.30 0.95 300 107.1765 4.5280
0.30 1.00 300 107.4658 4.6287
0.35 0.00 300 98.9436 0.5061
0.35 0.05 300 98.9324 0.5285
0.35 0.10 300 98.4077 0.7255
0.35 0.15 300 98.3853 1.1668
0.35 0.20 300 98.5333 1.5049
0.35 0.25 300 98.7238 1.8988
0.35 0.30 300 99.0912 2.1785
0.35 0.35 300 99.4796 2.4748
0.35 0.40 300 99.6331 2.7840
0.35 0.45 300 99.9869 2.9613
0.35 0.50 300 100.3695 3.3553
0.35 0.55 300 100.1914 3.4498
0.35 0.60 300 100.6995 3.7825
0.35 0.65 300 100.8427 4.0032
0.35 0.70 300 101.2337 4.0577
0.35 0.75 300 101.3475 4.4276
0.35 0.80 300 101.8465 4.4267
0.35 0.85 300 102.1268 4.5769
0.35 0.90 300 102.2109 4.8189
0.35 0.95 300 102.3443 4.5898
0.35 1.00 300 102.5110 4.8407
0.40 0.00 300 94.2913 0.4969
0.40 0.05 300 94.2704 0.5117
0.40 0.10 300 93.8759 0.7019
0.40 0.15 300 93.8914 1.0537
0.40 0.20 300 94.1593 1.4374
0.40 0.25 300 94.3821 1.8048
0.40 0.30 300 94.6295 2.1079
0.40 0.35 300 94.8326 2.4215
0.40 0.40 300 95.1654 2.7635
0.40 0.45 300 95.3567 2.9337
0.40 0.50 300 95.6292 3.3425
0.40 0.55 300 95.9551 3.6706
0.40 0.60 300 96.2695 3.6969
0.40 0.65 300 96.4852 4.1254
0.40 0.70 300 96.4568 4.0625
0.40 0.75 300 97.1567 4.2344
0.40 0.80 300 97.2739 4.3659
0.40 0.85 300 97.4365 4.5292
0.40 0.90 300 97.4686 4.6479
0.40 0.95 300 98.1276 4.7635
0.40 1.00 300 98.1255 5.0179
0.45 0.00 300 89.9892 0.4599
0.45 0.05 300 89.9598 0.4751
0.45 0.10 300 89.7193 0.6550
0.45 0.15 300 89.8219 1.0356
0.45 0.20 300 90.0101 1.3867
0.45 0.25 300 90.2361 1.6809
0.45 0.30 300 90.5325 2.0199
0.45 0.35 300 90.7264 2.3230
0.45 0.40 300 90.9611 2.6966
0.45 0.45 300 91.1401 2.8726
0.45 0.50 300 91.4539 3.2202
0.45 0.55 300 91.5541 3.5102
0.45 0.60 300 91.9113 3.5997
0.45 0.65 300 92.2047 3.8463
0.45 0.70 300 92.3910 4.0758
0.45 0.75 300 92.5770 4.3593
0.45 0.80 300 92.6654 4.4690
0.45 0.85 300 93.3488 4.6895
0.45 0.90 300 93.1831 4.6997
0.45 0.95 300 93.8208 5.1323
0.45 1.00 300 93.7396 4.9298
0.50 0.00 300 86.0249 0.4282
0.50 0.05 300 86.0562 0.4262
0.50 0.10 300 85.9258 0.5883
0.50 0.15 300 86.0189 0.9581
0.50 0.20 300 86.2377 1.2701
0.50 0.25 300 86.4918 1.6006
0.50 0.30 300 86.6670 1.8748
0.50 0.35 300 86.9167 2.1708
0.50 0.40 300 87.1409 2.4364
0.50 0.45 300 87.4796 2.7817
0.50 0.50 300 87.6194 2.9415
0.50 0.55 300 87.8972 3.2077
0.50 0.60 300 88.1834 3.5254
0.50 0.65 300 88.1544 3.6514
0.50 0.70 300 88.4722 3.9145
0.50 0.75 300 88.8254 4.0729
0.50 0.80 300 88.8240 4.2174
0.50 0.85 300 88.9955 4.4718
0.50 0.90 300 89.1166 4.6686
0.50 0.95 300 89.1963 4.9211
0.50 1.00 300 89.9605 4.8223
0.55 0.00 300 82.4539 0.3838
0.55 0.05 300 82.4539 0.3909
0.55 0.10 300 82.4088 0.5415
0.55 0.15 300 82.5473 0.8784
0.55 0.20 300 82.7095 1.1525
0.55 0.25 300 82.9371 1.4482
0.55 0.30 300 83.1755 1.7682
0.55 0.35 300 83.3400 1.9583
0.55 0.40 300 83.5441 2.2746
0.55 0.45 300 83.7732 2.5326
0.55 0.50 300 83.8356 2.7691
0.55 0.55 300 84.2700 2.9838
0.55 0.60 300 84.3943 3.2727
0.55 0.65 300 84.7727 3.4313
0.55 0.70 300 84.5748 3.6094
0.55 0.75 300 84.7220 3.7388
0.55 0.80 300 84.9886 4.0345
0.55 0.85 300 85.2803 4.2008
0.55 0.90 300 85.4885 4.4133
0.55 0.95 300 85.6216 4.4596
0.55 1.00 300 85.9417 4.7126
0.60 0.00 300 79.1466 0.3431
0.60 0.05 300 79.1320 0.3569
0.60 0.10 300 79.1804 0.4992
0.60 0.15 300 79.2471 0.7586
0.60 0.20 300 79.5371 1.0588
0.60 0.25 300 79.7071 1.2944
0.60 0.30 300 79.9111 1.6105
0.60 0.35 300 79.9965 1.8902
0.60 0.40 300 80.3882 2.1528
0.60 0.45 300 80.2659 2.3024
0.60 0.50 300 80.5290 2.5889
0.60 0.55 300 80.7857 2.7219
0.60 0.60 300 80.9090 3.0773
0.60 0.65 300 81.0754 3.0559
0.60 0.70 300 81.2547 3.2827
0.60 0.75 300 81.3347 3.4490
0.60 0.80 300 81.9086 3.8374
0.60 0.85 300 81.8429 3.7906
0.60 0.90 300 82.0026 3.7856
0.60 0.95 300 82.2209 4.0896
0.60 1.00 300 82.3675 4.0907
0.65 0.00 300 76.0826 0.2911
0.65 0.05 300 76.1060 0.2985
0.65 0.10 300 76.2080 0.4519
0.65 0.15 300 76.3643 0.7232
0.65 0.20 300 76.4854 0.8853
0.65 0.25 300 76.6025 1.1887
0.65 0.30 300 76.7998 1.4552
0.65 0.35 300 76.9557 1.6161
0.65 0.40 300 77.1391 1.8851
0.65 0.45 300 77.1098 2.0477
0.65 0.50 300 77.4041 2.2490
0.65 0.55 300 77.4361 2.4502
0.65 0.60 300 77.7746 2.6499
0.65 0.65 300 77.8299 2.8195
0.65 0.70 300 77.7203 2.8522
0.65 0.75 300 78.3371 3.1014
0.65 0.80 300 78.4372 3.2516
0.65 0.85 300 78.4547 3.2748
0.65 0.90 300 78.5439 3.5115
0.65 0.95 300 78.6912 3.5041
0.65 1.00 300 78.8927 3.6680
0.70 0.00 300 73.2804 0.2678
0.70 0.05 300 73.2949 0.2595
0.70 0.10 300 73.4475 0.3825
0.70 0.15 300 73.5743 0.5665
0.70 0.20 300 73.6813 0.7962
0.70 0.25 300 73.7913 1.0229
0.70 0.30 300 73.9072 1.2446
0.70 0.35 300 74.1291 1.4228
0.70 0.40 300 74.2374 1.6245
0.70 0.45 300 74.2668 1.7355
0.70 0.50 300 74.5650 1.9231
0.70 0.55 300 74.4922 2.0630
0.70 0.60 300 74.5977 2.1697
0.70 0.65 300 74.8858 2.3728
0.70 0.70 300 74.7091 2.4986
0.70 0.75 300 75.1323 2.6783
0.70 0.80 300 75.1831 2.7220
0.70 0.85 300 75.1227 2.7857
0.70 0.90 300 75.2857 2.8592
0.70 0.95 300 75.5198 3.0315
0.70 1.00 300 75.6442 3.2119
0.75 0.00 300 70.7221 0.2146
0.75 0.05 300 70.7033 0.2152
0.75 0.10 300 70.8890 0.3264
0.75 0.15 300 70.9723 0.4923
0.75 0.20 300 71.0935 0.6405
0.75 0.25 300 71.1866 0.8563
0.75 0.30 300 71.2717 1.0167
0.75 0.35 300 71.3667 1.2153
0.75 0.40 300 71.4746 1.3449
0.75 0.45 300 71.5085 1.5035
0.75 0.50 300 71.7043 1.6173
0.75 0.55 300 71.7185 1.7346
0.75 0.60 300 71.8086 1.8924
0.75 0.65 300 72.0095 1.9871
0.75 0.70 300 72.0417 2.0862
0.75 0.75 300 72.1568 2.1069
0.75 0.80 300 72.1506 2.1817
0.75 0.85 300 72.3172 2.2765
0.75 0.90 300 72.3299 2.3615
0.75 0.95 300 72.4978 2.4800
0.75 1.00 300 72.4592 2.4272
0.80 0.00 300 68.3504 0.1634
0.80 0.05 300 68.3470 0.1687
0.80 0.10 300 68.5356 0.2749
0.80 0.15 300 68.6196 0.4047
0.80 0.20 300 68.6909 0.5450
0.80 0.25 300 68.7433 0.6574
0.80 0.30 300 68.8598 0.8475
0.80 0.35 300 68.8797 0.8828
0.80 0.40 300 68.9618 1.0911
0.80 0.45 300 69.0838 1.1667
0.80 0.50 300 69.0609 1.2760
0.80 0.55 300 69.1617 1.3248
0.80 0.60 300 69.2760 1.4930
0.80 0.65 300 69.3028 1.5324
0.80 0.70 300 69.4044 1.6302
0.80 0.75 300 69.3045 1.6090
0.80 0.80 300 69.5121 1.7090
0.80 0.85 300 69.6489 1.8271
0.80 0.90 300 69.6869 1.8366
0.80 0.95 300 69.6922 1.9090
0.80 1.00 300 69.8165 1.8934
0.85 0.00 300 66.1780 0.1231
0.85 0.05 300 66.1821 0.1239
0.85 0.10 300 66.3280 0.1967
0.85 0.15 300 66.3749 0.2938
0.85 0.20 300 66.4431 0.4095
0.85 0.25 300 66.4928 0.5206
0.85 0.30 300 66.5157 0.6040
0.85 0.35 300 66.5899 0.7052
0.85 0.40 300 66.6043 0.8229
0.85 0.45 300 66.6695 0.8921
0.85 0.50 300 66.6702 0.9341
0.85 0.55 300 66.7740 1.0590
0.85 0.60 300 66.7775 1.1001
0.85 0.65 300 66.8204 1.1941
0.85 0.70 300 66.8505 1.1610
0.85 0.75 300 66.9213 1.2807
0.85 0.80 300 67.0002 1.2805
0.85 0.85 300 67.0317 1.3082
0.85 0.90 300 67.0774 1.3383
0.85 0.95 300 67.1080 1.3276
0.85 1.00 300 67.1215 1.3854
0.90 0.00 300 64.1648 0.0838
0.90 0.05 300 64.1702 0.0881
0.90 0.10 300 64.2705 0.1466
0.90 0.15 300 64.3082 0.2151
0.90 0.20 300 64.3226 0.2841
0.90 0.25 300 64.3737 0.3679
0.90 0.30 300 64.3926 0.4365
0.90 0.35 300 64.4074 0.4751
0.90 0.40 300 64.4355 0.5580
0.90 0.45 300 64.4054 0.5878
0.90 0.50 300 64.4966 0.6646
0.90 0.55 300 64.5093 0.6810
0.90 0.60 300 64.5749 0.7133
0.90 0.65 300 64.5982 0.7865
0.90 0.70 300 64.5570 0.7726
0.90 0.75 300 64.6117 0.8273
0.90 0.80 300 64.6653 0.8244
0.90 0.85 300 64.6277 0.8507
0.90 0.90 300 64.6657 0.8732
0.90 0.95 300 64.7210 0.8670
0.90 1.00 300 64.6852 0.8683
0.95 0.00 300 62.2870 0.0467
