Frac Clast T TCmean TCstd
0.05 0.00 300 137.9791 0.1139
0.05 0.05 300 137.9132 0.1194
0.05 0.10 300 137.7655 0.1612
0.05 0.15 300 137.6221 0.2082
0.05 0.20 300 137.4514 0.2772
0.05 0.25 300 137.2722 0.3710
0.05 0.30 300 137.0961 0.4632
0.05 0.35 300 136.9826 0.5401
0.05 0.40 300 136.9098 0.6085
0.05 0.45 300 136.8978 0.6604
0.05 0.50 300 136.8124 0.6980
0.05 0.55 300 136.8252 0.7756
0.05 0.60 300 136.7969 0.8085
0.05 0.65 300 136.7984 0.8817
0.05 0.70 300 136.8004 0.9457
0.05 0.75 300 136.7739 0.9956
0.05 0.80 300 136.8056 1.0487
0.05 0.85 300 136.8103 1.0640
0.05 0.90 300 136.8490 1.0912
0.05 0.95 300 136.8624 1.1411
0.05 1.00 300 136.8556 1.1902
0.10 0.00 300 131.7234 0.1911
0.10 0.05 300 131.5673 0.2111
0.10 0.10 300 131.2752 0.2624
0.10 0.15 300 130.9150 0.3422
0.10 0.20 300 130.4795 0.4469
0.10 0.25 300 130.0618 0.5892
0.10 0.30 300 129.7813 0.7313
0.10 0.35 300 129.6018 0.8769
0.10 0.40 300 129.4781 0.9271
0.10 0.45 300 129.4148 1.0693
0.10 0.50 300 129.3641 1.1969
0.10 0.55 300 129.3100 1.2704
0.10 0.60 300 129.3382 1.3356
0.10 0.65 300 129.3671 1.4409
0.10 0.70 300 129.3028 1.5281
0.10 0.75 300 129.4176 1.5786
0.10 0.80 300 129.4189 1.7055
0.10 0.85 300 129.4571 1.6816
0.10 0.90 300 129.5221 1.8116
0.10 0.95 300 129.6533 1.7941
0.10 1.00 300 129.5580 1.8845
0.15 0.00 300 125.8823 0.2330
0.15 0.05 300 125.6115 0.2715
0.15 0.10 300 125.1863 0.3362
0.15 0.15 300 124.6189 0.4434
0.15 0.20 300 123.9050 0.5717
0.15 0.25 300 123.3240 0.7658
0.15 0.30 300 122.9527 0.9332
0.15 0.35 300 122.7117 1.1211
0.15 0.40 300 122.5500 1.2039
0.15 0.45 300 122.4555 1.2925
0.15 0.50 300 122.3632 1.5057
0.15 0.55 300 122.3091 1.6010
0.15 0.60 300 122.3980 1.7139
0.15 0.65 300 122.4321 1.9121
0.15 0.70 300 122.4521 1.9802
0.15 0.75 300 122.7405 1.9800
0.15 0.80 300 122.6387 1.9934
0.15 0.85 300 122.6544 2.2042
0.15 0.90 300 122.8254 2.2643
0.15 0.95 300 122.8788 2.2850
0.15 1.00 300 122.9468 2.4544
0.20 0.00 300 120.3430 0.2779
0.20 0.05 300 120.0135 0.3186
0.20 0.10 300 119.4520 0.3843
0.20 0.15 300 118.6500 0.5083
0.20 0.20 300 117.7266 0.7096
0.20 0.25 300 117.0125 0.8557
0.20 0.30 300 116.6283 1.0418
0.20 0.35 300 116.2891 1.2020
0.20 0.40 300 116.1690 1.3718
0.20 0.45 300 116.1300 1.5048
0.20 0.50 300 116.0240 1.6450
0.20 0.55 300 116.0558 1.8702
0.20 0.60 300 116.0912 1.9810
0.20 0.65 300 116.0206 2.0823
0.20 0.70 300 116.1066 2.2611
0.20 0.75 300 116.3341 2.3798
0.20 0.80 300 116.3598 2.4155
0.20 0.85 300 116.3743 2.5826
0.20 0.90 300 116.3665 2.6886
0.20 0.95 300 116.6723 2.6750
0.20 1.00 300 116.7770 2.8400
0.25 0.00 300 115.1182 0.3098
0.25 0.05 300 114.7118 0.3490
0.25 0.10 300 114.0406 0.4135
0.25 0.15 300 112.9988 0.5783
0.25 0.20 300 111.9216 0.7267
0.25 0.25 300 111.1260 0.9328
0.25 0.30 300 110.6523 1.1219
0.25 0.35 300 110.3273 1.2568
0.25 0.40 300 110.3109 1.3992
0.25 0.45 300 110.1315 1.6600
0.25 0.50 300 110.1497 1.7430
0.25 0.55 300 110.1896 1.9852
0.25 0.60 300 110.3567 2.0875
0.25 0.65 300 110.2649 2.3782
0.25 0.70 300 110.4463 2.3648
0.25 0.75 300 110.4600 2.6688
0.25 0.80 300 110.5413 2.6369
0.25 0.85 300 110.5064 2.8216
0.25 0.90 300 110.8137 2.7677
0.25 0.95 300 110.8341 3.1037
0.25 1.00 300 110.8454 3.0542
0.30 0.00 300 110.0970 0.3313
0.30 0.05 300 109.6297 0.3810
0.30 0.10 300 108.9527 0.4531
0.30 0.15 300 107.6806 0.6066
0.30 0.20 300 106.4630 0.7766
0.30 0.25 300 105.6828 0.9557
0.30 0.30 300 105.2043 1.1617
0.30 0.35 300 104.9625 1.3236
0.30 0.40 300 104.7546 1.5010
0.30 0.45 300 104.7088 1.7438
0.30 0.50 300 104.7956 1.8996
0.30 0.55 300 104.9164 2.0570
0.30 0.60 300 104.8188 2.1952
0.30 0.65 300 104.9401 2.3557
0.30 0.70 300 104.9044 2.5721
0.30 0.75 300 104.9861 2.7416
0.30 0.80 300 105.2405 2.8038
0.30 0.85 300 105.2579 2.9611
