fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:38 289.8 40.01 1.000E+000 1.436E+000 1.173E-011 6.472E+002 2.867E+000 2.916E-006 1.586E-005 9.985E-003 1.583E-005 3.955E-008 2.503E-001 5.000E-003 7.752E-006 1.789E-003 
00S2 8:49 291.7 39.75 1.000E+000 1.413E+000 1.564E-011 6.562E+002 2.790E+000 2.809E-006 1.450E-005 9.257E-003 1.447E-005 3.352E-008 2.502E-001 4.600E-003 7.131E-006 1.761E-003 
00S3 9:20 295.2 39.28 1.000E+000 1.554E+000 3.125E-011 6.730E+002 2.820E+000 3.655E-006 1.750E-005 1.136E-002 1.746E-005 4.964E-008 2.503E-001 5.700E-003 8.555E-006 6.549E-004 
00S4 9:37 297.6 38.96 1.000E+000 1.537E+000 4.553E-011 6.846E+002 2.770E+000 3.861E-006 1.732E-005 1.140E-002 1.728E-005 4.930E-008 2.504E-001 5.700E-003 8.498E-006 4.110E-003 
00S5 9:59 300.4 38.6 1.000E+000 1.723E+000 7.211E-011 6.982E+002 2.752E+000 4.347E-006 1.690E-005 1.128E-002 1.686E-005 4.764E-008 2.504E-001 5.600E-003 8.357E-006 5.010E-003 
00S6 10:23 302.5 38.33 1.000E+000 1.691E+000 1.011E-010 7.083E+002 2.708E+000 4.542E-006 1.409E-005 9.515E-003 1.405E-005 3.348E-008 2.504E-001 4.800E-003 6.827E-006 1.039E-003 
00S7 10:47 305 38.01 1.000E+000 1.722E+000 1.492E-010 7.202E+002 2.661E+000 4.812E-006 1.379E-005 9.431E-003 1.375E-005 3.248E-008 2.504E-001 4.700E-003 6.764E-006 2.426E-003 
00S8 11:7 308.3 37.61 1.000E+000 1.894E+000 2.610E-010 7.355E+002 2.679E+000 6.030E-006 1.563E-005 1.077E-002 1.559E-005 4.207E-008 2.506E-001 5.400E-003 7.646E-006 6.649E-003 
00S9 11:30 311.3 37.24 1.000E+000 1.846E+000 4.225E-010 7.491E+002 2.673E+000 7.051E-006 1.685E-005 1.169E-002 1.681E-005 4.927E-008 2.507E-001 5.900E-003 8.207E-006 2.180E-003 
0S10 11:51 314.2 36.9 1.000E+000 1.864E+000 6.471E-010 7.617E+002 2.622E+000 7.602E-006 1.424E-005 9.973E-003 1.420E-005 3.550E-008 2.507E-001 5.000E-003 6.959E-006 1.727E-003 
0S11 12:16 318.3 36.43 1.000E+000 1.928E+000 1.177E-009 7.784E+002 2.610E+000 9.415E-006 1.552E-005 1.088E-002 1.548E-005 4.224E-008 2.509E-001 5.400E-003 7.681E-006 3.842E-003 
0S12 12:36 320.8 36.14 1.000E+000 1.938E+000 1.738E-009 7.879E+002 2.618E+000 1.079E-005 1.583E-005 1.107E-002 1.579E-005 4.387E-008 2.510E-001 5.500E-003 7.833E-006 1.748E-003 
0S13 12:58 323.4 35.85 1.000E+000 1.974E+000 2.556E-009 7.971E+002 2.594E+000 1.198E-005 1.469E-005 1.025E-002 1.465E-005 3.770E-008 2.511E-001 5.100E-003 7.250E-006 4.446E-004 
0S14 13:15 326.2 35.54 1.000E+000 1.984E+000 3.743E-009 8.061E+002 2.584E+000 1.365E-005 1.546E-005 1.072E-002 1.542E-005 4.152E-008 2.513E-001 5.400E-003 7.544E-006 6.599E-004 
0S15 13:41 330.2 35.11 1.000E+000 2.080E+000 6.442E-009 8.174E+002 2.565E+000 1.631E-005 1.648E-005 1.125E-002 1.643E-005 4.648E-008 2.516E-001 5.600E-003 8.154E-006 4.253E-004 
