fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 41806 320.18 36.212 1.000000000E+00 2.639251040E+00 1.020781160E-09 1.222174219E+05 2.519673535E+00 3.332328512E-07 8.263004672E-03 
00D2 41934 320.04 36.227 1.000000000E+00 2.801376014E+00 1.007056054E-09 1.287372163E+05 2.574524380E+00 3.561452011E-07 1.717480838E-02 
00D3 42050 319.95 36.238 1.000000000E+00 2.929512265E+00 9.979013326E-10 1.303575868E+05 2.574615376E+00 3.550091133E-07 1.025311253E-02 
00D4 42144 319.91 36.242 1.000000000E+00 4.499888359E+00 1.017555379E-09 1.403716911E+05 2.633991555E+00 3.874814581E-07 6.342668051E-03 
00D5 42236 319.9 36.243 1.000000000E+00 4.294610936E+00 1.008887918E-09 1.370585537E+05 2.612166375E+00 3.762577277E-07 7.272026336E-03 
00D6 42336 319.9 36.243 1.000000000E+00 3.372359774E+00 9.904325435E-10 1.242470220E+05 2.529468530E+00 3.362254149E-07 1.053159175E-02 
00D7 42438 319.92 36.241 1.000000000E+00 3.408572312E+00 9.917670166E-10 1.256626147E+05 2.517438581E+00 3.303340066E-07 9.359582689E-03 
00D8 42536 319.9 36.243 1.000000000E+00 3.453061707E+00 9.887011357E-10 1.101501842E+05 2.396129895E+00 2.740526203E-07 1.332311648E-02 
00D9 42630 319.91 36.242 1.000000000E+00 3.456918495E+00 1.008792041E-09 1.224292050E+05 2.518023338E+00 3.286245463E-07 8.679617558E-03 
0D10 42730 319.92 36.241 1.000000000E+00 3.457633595E+00 1.002813844E-09 1.317319264E+05 2.558483367E+00 3.541886372E-07 1.317454115E-02 
0D11 42832 319.93 36.24 1.000000000E+00 3.487116383E+00 1.003896818E-09 1.298266218E+05 2.533880498E+00 3.431460905E-07 1.288661315E-02 
0D12 42934 319.95 36.238 1.000000000E+00 3.555248285E+00 1.009723591E-09 1.283947049E+05 2.532478845E+00 3.399423445E-07 1.057729180E-02 
0D13 43038 319.95 36.238 1.000000000E+00 3.619741422E+00 1.025925993E-09 1.329855403E+05 2.572301818E+00 3.592872838E-07 1.784128631E-02 
0D14 43130 319.93 36.24 1.000000000E+00 3.729710533E+00 1.036583805E-09 1.347493740E+05 2.594478184E+00 3.700385282E-07 8.186554633E-03 
0D15 43228 319.93 36.24 1.000000000E+00 3.625420705E+00 1.016812480E-09 1.239009386E+05 2.512007175E+00 3.304275921E-07 1.079798046E-02 
0D16 43324 319.95 36.238 1.000000000E+00 3.625757424E+00 1.037907573E-09 1.283562079E+05 2.541283170E+00 3.421190130E-07 9.723900541E-03 
0D17 43422 319.94 36.239 1.000000000E+00 3.588291160E+00 1.015763180E-09 1.278100601E+05 2.542738047E+00 3.509832398E-07 1.681250505E-02 
0D18 43524 319.96 36.236 1.000000000E+00 3.584545548E+00 1.024714359E-09 1.172424139E+05 2.432599620E+00 2.960821595E-07 1.168266516E-02 
0D19 43622 319.96 36.236 1.000000000E+00 3.641006707E+00 1.024327539E-09 1.144449819E+05 2.425224337E+00 2.929814300E-07 1.299976337E-02 
0D20 43578 319.96 36.236 1.000000000E+00 3.945383459E+00 1.052833005E-09 1.319537258E+05 2.564268799E+00 3.570549608E-07 9.746235471E-03 
0D21 43784 319.96 36.236 1.000000000E+00 3.622392734E+00 1.044021724E-09 1.389523271E+05 2.633638916E+00 3.932461452E-07 1.038637224E-02 
0D22 43876 319.96 36.236 1.000000000E+00 3.354605082E+00 1.025102256E-09 1.145063173E+05 2.395405962E+00 2.788406748E-07 1.709453056E-02 
0D23 43986 319.95 36.238 1.000000000E+00 3.304602614E+00 1.022986303E-09 1.193915840E+05 2.440083901E+00 3.026983938E-07 9.496969228E-03 
0D24 44078 319.97 36.235 1.000000000E+00 3.343524987E+00 1.036406002E-09 1.255087468E+05 2.505757903E+00 3.316882776E-07 2.029399725E-02 
0D25 44178 319.98 36.234 1.000000000E+00 3.350646378E+00 1.055928078E-09 1.282854178E+05 2.552426520E+00 3.492065713E-07 1.322641770E-02 
0D26 44266 319.96 36.236 1.000000000E+00 3.281491992E+00 1.037210956E-09 1.232186697E+05 2.505627025E+00 3.314929287E-07 1.608336558E-02 
0D27 44430 320.04 36.227 1.000000000E+00 3.629870402E+00 1.352364612E-09 1.204803895E+05 2.502879551E+00 3.345273866E-07 1.424285201E-02 
0D28 44564 319.84 36.25 1.000000000E+00 3.540383588E+00 1.297351397E-09 1.164140080E+05 2.430889276E+00 3.013503008E-07 1.231596436E-02 
0D29 44660 319.88 36.245 1.000000000E+00 3.527333642E+00 1.288351815E-09 1.075037139E+05 2.349181066E+00 2.639675138E-07 1.705739553E-02 
0D30 44782 319.93 36.24 1.000000000E+00 3.510614032E+00 1.301479505E-09 1.128061982E+05 2.412433206E+00 2.930622449E-07 1.252054976E-02 
0D31 44856 319.95 36.238 1.000000000E+00 3.504089458E+00 1.300779830E-09 1.149297721E+05 2.424437434E+00 3.002606462E-07 1.241954034E-02 
0D32 44966 319.99 36.233 1.000000000E+00 3.540874701E+00 1.319662027E-09 1.143514630E+05 2.443722540E+00 3.037814828E-07 1.115865579E-02 
0D33 45068 319.98 36.234 1.000000000E+00 3.548374155E+00 1.319664218E-09 1.179735814E+05 2.492098315E+00 3.278432985E-07 1.199402456E-02 
0D34 45160 319.99 36.233 1.000000000E+00 3.492196325E+00 1.279384744E-09 1.155711102E+05 2.413942491E+00 2.977452733E-07 1.269331229E-02 
0D35 45264 319.99 36.233 1.000000000E+00 3.517152800E+00 1.278605453E-09 1.160397357E+05 2.432021434E+00 3.050235087E-07 1.055463592E-02 
0D36 45362 319.96 36.236 1.000000000E+00 3.548831367E+00 1.278204414E-09 1.240662788E+05 2.509993108E+00 3.388276092E-07 1.492924627E-02 
0D37 45460 320 36.232 1.000000000E+00 3.563962065E+00 1.284243690E-09 1.140622262E+05 2.448108875E+00 3.076259404E-07 9.717094150E-03 
0D38 45562 319.98 36.234 1.000000000E+00 3.579769292E+00 1.282570950E-09 1.097096505E+05 2.427169233E+00 2.937512919E-07 9.144637989E-03 
0D39 45654 320 36.232 1.000000000E+00 3.579675209E+00 1.257342498E-09 1.110530456E+05 2.410970035E+00 2.921177129E-07 2.814737341E-02 
0D40 45746 319.99 36.233 1.000000000E+00 3.604288536E+00 1.254093233E-09 1.130727450E+05 2.432931319E+00 3.027897869E-07 1.115865039E-02 
0D41 45856 319.98 36.234 1.000000000E+00 3.611781193E+00 1.241473398E-09 1.039254492E+05 2.357644441E+00 2.686105321E-07 8.884124363E-03 
0D42 45958 319.97 36.235 1.000000000E+00 3.592576187E+00 1.250434042E-09 1.267578372E+05 2.536235568E+00 3.572385955E-07 1.191050965E-02 
0D43 46052 319.98 36.234 1.000000000E+00 3.625851402E+00 1.224113560E-09 1.165446083E+05 2.441081170E+00 3.119714638E-07 4.350079355E-02 
0D44 46148 319.96 36.236 1.000000000E+00 3.713833005E+00 1.237442284E-09 1.132866593E+05 2.440109257E+00 3.058720588E-07 1.085634887E-02 
0D45 46252 319.98 36.234 1.000000000E+00 3.695701346E+00 1.219219254E-09 1.147118618E+05 2.445434595E+00 3.119758155E-07 1.259895438E-02 
0D46 46346 319.98 36.234 1.000000000E+00 3.814711334E+00 1.249588905E-09 1.187130853E+05 2.506670300E+00 3.380107404E-07 1.025282593E-02 
0D47 46444 319.98 36.234 1.000000000E+00 3.709299346E+00 1.220574655E-09 1.136605878E+05 2.443548973E+00 3.091449015E-07 1.017398627E-02 
0D48 46544 319.96 36.236 1.000000000E+00 3.782607245E+00 1.219315187E-09 1.179113147E+05 2.484558834E+00 3.281332744E-07 9.980669134E-03 
0D49 46644 319.97 36.235 1.000000000E+00 3.831101289E+00 1.229590056E-09 1.163241271E+05 2.486713799E+00 3.268479008E-07 4.933960863E-02 
0D50 46744 319.98 36.234 1.000000000E+00 3.846668544E+00 1.197930787E-09 1.161082598E+05 2.446758594E+00 3.137113957E-07 1.815799562E-02 
0D51 46848 319.98 36.234 1.000000000E+00 3.927794498E+00 1.224569642E-09 1.201237062E+05 2.497676224E+00 3.297777682E-07 9.372401939E-03 
0D52 46940 319.98 36.234 1.000000000E+00 3.922455913E+00 1.194947217E-09 1.120986314E+05 2.401603697E+00 2.882925285E-07 1.108249854E-02 
