T d154 d184 d214 d244
d 150 180 210 240
290 1.279636623E+00 1.279946565E+00 1.279923019E+00 1.279863100E+00
295 1.278128522E+00 1.278151104E+00 1.278317712E+00 1.278196386E+00
300 1.277123900E+00 1.276897619E+00 1.277023695E+00 1.277070989E+00
305 1.277418732E+00 1.277148636E+00 1.277236180E+00 1.277348489E+00
310 1.278591990E+00 1.278518651E+00 1.278341365E+00 1.278541492E+00
315 1.280170079E+00 1.280090571E+00 1.279865454E+00 1.280149170E+00
320 1.282942842E+00 1.283061505E+00 1.282663975E+00 1.282893267E+00
325 1.286208582E+00 1.286286353E+00 1.285911255E+00 1.285932345E+00
330 1.289499842E+00 1.289611747E+00 1.289470268E+00 1.289222567E+00
335 1.293453363E+00 1.293603025E+00 1.293444019E+00 1.293256790E+00
340 1.297454297E+00 1.297558780E+00 1.297363228E+00 1.297216100E+00
