N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.980778000E-03 9.421936000E-03 9.598125000E-03 9.599523000E-03
1.600000000E+01 1.987203100E-02 1.891265100E-02 1.772303000E-02 1.674610100E-02
1.700000000E+01 8.155032800E-02 8.161715200E-02 8.009655800E-02 7.996219800E-02
1.549996187E+01 -1.124677720E-01 -1.268919780E-01 -1.367778490E-01 -1.441446030E-01
1.649996187E+01 5.698530800E-02 5.883135300E-02 5.954081800E-02 5.993412800E-02
1.674996808E+01 7.241409700E-02 7.203376900E-02 7.290223900E-02 7.290185000E-02
1.624993176E+01 4.028274800E-02 4.102723800E-02 4.133647700E-02 4.121396200E-02
1.574996808E+01 -1.680720200E-02 -2.198689100E-02 -2.623037300E-02 -2.879887900E-02
1.524993176E+01 -1.541212630E-01 -1.461244060E-01 -1.384676830E-01 -1.313639160E-01
