N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 325 1.500E-4 1.225588129E+00 1.277376727E+00
1.468000E+10 1.000E+17 325 1.500E-4 1.241667731E+00 1.278168808E+00
2.154000E+10 1.000E+17 325 1.500E-4 1.253701870E+00 1.279139424E+00
3.162000E+10 1.000E+17 325 1.500E-4 1.261563040E+00 1.279437665E+00
4.642000E+10 1.000E+17 325 1.500E-4 1.269349606E+00 1.281512329E+00
6.813000E+10 1.000E+17 325 1.500E-4 1.275308136E+00 1.283497009E+00
1.000000E+11 1.000E+17 325 1.500E-4 1.281613814E+00 1.286943658E+00
1.468000E+11 1.000E+17 325 1.500E-4 1.286776058E+00 1.290386460E+00
2.154000E+11 1.000E+17 325 1.500E-4 1.292669311E+00 1.294792465E+00
3.162000E+11 1.000E+17 325 1.500E-4 1.298748163E+00 1.300036643E+00
4.642000E+11 1.000E+17 325 1.500E-4 1.305620725E+00 1.306112756E+00
6.813000E+11 1.000E+17 325 1.500E-4 1.311689792E+00 1.311713077E+00
1.000000E+12 1.000E+17 325 1.500E-4 1.316769448E+00 1.316719427E+00
1.468000E+12 1.000E+17 325 1.500E-4 1.321705354E+00 1.321711016E+00
2.154000E+12 1.000E+17 325 1.500E-4 1.326254816E+00 1.326493782E+00
3.162000E+12 1.000E+17 325 1.500E-4 1.331145289E+00 1.331390236E+00
4.642000E+12 1.000E+17 325 1.500E-4 1.334821653E+00 1.334924252E+00
6.813000E+12 1.000E+17 325 1.500E-4 1.339674900E+00 1.339769918E+00
1.000000E+13 1.000E+17 325 1.500E-4 1.331567274E+00 1.331783876E+00
