d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.298863055E+00 1.227238047E+00 7.162500800E-02 1.259520710E+00 1.211519161E+00 4.800154900E-02 3.934234500E-02 1.571888600E-02
150 1.016672606E+01 1.298929613E+00 1.227512459E+00 7.141715400E-02 1.265985865E+00 1.216184469E+00 4.980139600E-02 3.294374800E-02 1.132799000E-02
150 1.033324570E+01 1.299026866E+00 1.227903950E+00 7.112291600E-02 1.271599214E+00 1.219805784E+00 5.179343000E-02 2.742765200E-02 8.098166000E-03
150 1.049996187E+01 1.299168807E+00 1.228455998E+00 7.071280900E-02 1.276638991E+00 1.222706832E+00 5.393215900E-02 2.252981600E-02 5.749166000E-03
150 1.066670514E+01 1.299375518E+00 1.229222043E+00 7.015347500E-02 1.281225743E+00 1.225159894E+00 5.606584900E-02 1.814977500E-02 4.062149000E-03
150 1.083333839E+01 1.299675546E+00 1.230262804E+00 6.941274200E-02 1.285380380E+00 1.227396344E+00 5.798403600E-02 1.429516600E-02 2.866460000E-03
150 1.100000000E+01 1.300108864E+00 1.231639672E+00 6.846919200E-02 1.289098215E+00 1.229609661E+00 5.948855400E-02 1.101064900E-02 2.030011000E-03
150 1.116672606E+01 1.300730262E+00 1.233404455E+00 6.732580700E-02 1.292410180E+00 1.231952411E+00 6.045776900E-02 8.320082000E-03 1.452044000E-03
150 1.133324570E+01 1.301612499E+00 1.235588545E+00 6.602395400E-02 1.295411772E+00 1.234531586E+00 6.088018600E-02 6.200727000E-03 1.056959000E-03
150 1.149996187E+01 1.302847869E+00 1.238196649E+00 6.465122000E-02 1.298260323E+00 1.237407817E+00 6.085250600E-02 4.587546000E-03 7.888320000E-04
150 1.166670514E+01 1.304545720E+00 1.241209178E+00 6.333654200E-02 1.301153339E+00 1.240602357E+00 6.055098200E-02 3.392381000E-03 6.068210000E-04
150 1.183333839E+01 1.306822862E+00 1.244592442E+00 6.223042000E-02 1.304299412E+00 1.244110678E+00 6.018873400E-02 2.523450000E-03 4.817640000E-04
150 1.200000000E+01 1.309784491E+00 1.248312013E+00 6.147247800E-02 1.307886381E+00 1.247918528E+00 5.996785300E-02 1.898110000E-03 3.934850000E-04
150 1.216672606E+01 1.313497145E+00 1.252343915E+00 6.115323000E-02 1.312048607E+00 1.252015322E+00 6.003328500E-02 1.448538000E-03 3.285930000E-04
150 1.233324570E+01 1.317962314E+00 1.256679434E+00 6.128288000E-02 1.316839708E+00 1.256400810E+00 6.043889800E-02 1.122606000E-03 2.786240000E-04
