3.600E-2 3.978E-5 2.392E-165 8.589E-70 8.731E-36 3.103E-26 8.835E-13 3.978E-5 5.870E-12 1.546E-147
3.860E-2 1.572E-4 6.992E-163 1.659E-68 6.189E-35 1.923E-25 2.906E-12 1.572E-4 4.372E-11 1.487E-145
4.120E-2 5.764E-4 1.959E-160 3.117E-67 4.286E-34 1.158E-24 9.327E-12 5.764E-4 3.022E-10 1.387E-143
4.380E-2 1.961E-3 5.258E-158 5.700E-66 2.900E-33 6.788E-24 2.922E-11 1.961E-3 1.937E-9 1.254E-141
4.640E-2 6.189E-3 1.353E-155 1.014E-64 1.916E-32 3.869E-23 8.936E-11 6.189E-3 1.153E-8 1.100E-139
4.900E-2 1.813E-2 3.335E-153 1.755E-63 1.237E-31 2.145E-22 2.667E-10 1.813E-2 6.363E-8 9.351E-138
5.160E-2 4.926E-2 7.881E-151 2.955E-62 7.802E-31 1.156E-21 7.771E-10 4.926E-2 3.259E-7 7.709E-136
5.420E-2 1.242E-1 1.784E-148 4.842E-61 4.806E-30 6.064E-21 2.210E-9 1.242E-1 1.548E-6 6.162E-134
5.680E-2 2.905E-1 3.872E-146 7.718E-60 2.893E-29 3.093E-20 6.133E-9 2.905E-1 6.827E-6 4.776E-132
5.940E-2 6.306E-1 8.051E-144 1.197E-58 1.701E-28 1.534E-19 1.662E-8 6.306E-1 2.793E-5 3.589E-130
6.200E-2 1.270E+0 1.604E-141 1.806E-57 9.767E-28 7.401E-19 4.393E-8 1.270E+0 1.060E-4 2.615E-128
6.460E-2 2.373E+0 3.064E-139 2.652E-56 5.480E-27 3.473E-18 1.134E-7 2.373E+0 3.733E-4 1.848E-126
6.720E-2 4.115E+0 5.606E-137 3.788E-55 3.003E-26 1.585E-17 2.856E-7 4.114E+0 1.220E-3 1.266E-124
6.980E-2 6.621E+0 9.832E-135 5.265E-54 1.608E-25 7.035E-17 7.023E-7 6.617E+0 3.698E-3 8.408E-123
7.240E-2 9.887E+0 1.652E-132 7.119E-53 8.411E-25 3.037E-16 1.685E-6 9.876E+0 1.040E-2 5.415E-121
7.500E-2 1.370E+1 2.661E-130 9.366E-52 4.297E-24 1.275E-15 3.948E-6 1.368E+1 2.715E-2 3.381E-119
7.760E-2 1.764E+1 4.108E-128 1.199E-50 2.145E-23 5.208E-15 9.025E-6 1.757E+1 6.575E-2 2.047E-117
8.020E-2 2.110E+1 6.075E-126 1.493E-49 1.046E-22 2.069E-14 2.014E-5 2.095E+1 1.477E-1 1.202E-115
8.280E-2 2.348E+1 8.612E-124 1.809E-48 4.981E-22 7.992E-14 4.387E-5 2.317E+1 3.080E-1 6.842E-114
8.540E-2 2.437E+1 1.170E-121 2.133E-47 2.318E-21 3.003E-13 9.326E-5 2.378E+1 5.957E-1 3.777E-112
8.800E-2 2.371E+1 1.523E-119 2.447E-46 1.054E-20 1.097E-12 1.935E-4 2.264E+1 1.069E+0 2.021E-110
9.060E-2 2.178E+1 1.899E-117 2.730E-45 4.678E-20 3.900E-12 3.919E-4 2.000E+1 1.780E+0 1.049E-108
9.320E-2 1.915E+1 2.271E-115 2.965E-44 2.029E-19 1.348E-11 7.747E-4 1.640E+1 2.751E+0 5.277E-107
9.580E-2 1.642E+1 2.601E-113 3.132E-43 8.598E-19 4.533E-11 1.495E-3 1.247E+1 3.943E+0 2.574E-105
9.840E-2 1.405E+1 2.856E-111 3.219E-42 3.559E-18 1.482E-10 2.815E-3 8.801E+0 5.244E+0 1.218E-103
1.010E-1 1.224E+1 3.005E-109 3.220E-41 1.439E-17 4.715E-10 5.175E-3 5.763E+0 6.472E+0 5.585E-102
1.036E-1 1.092E+1 3.030E-107 3.133E-40 5.685E-17 1.459E-9 9.284E-3 3.501E+0 7.410E+0 2.484E-100
1.062E-1 9.862E+0 2.927E-105 2.966E-39 2.194E-16 4.388E-9 1.626E-2 1.973E+0 7.872E+0 1.071E-98
1.088E-1 8.819E+0 2.710E-103 2.732E-38 8.270E-16 1.284E-8 2.779E-2 1.032E+0 7.759E+0 4.477E-97
1.114E-1 7.644E+0 2.405E-101 2.448E-37 3.046E-15 3.655E-8 4.636E-2 5.008E-1 7.097E+0 1.815E-95
1.140E-1 6.323E+0 2.045E-99 2.134E-36 1.096E-14 1.012E-7 7.550E-2 2.255E-1 6.022E+0 7.134E-94
1.166E-1 4.955E+0 1.667E-97 1.811E-35 3.850E-14 2.724E-7 1.200E-1 9.418E-2 4.741E+0 2.719E-92
1.192E-1 3.686E+0 1.301E-95 1.495E-34 1.322E-13 7.132E-7 1.861E-1 3.650E-2 3.463E+0 1.005E-90
1.218E-1 2.642E+0 9.740E-94 1.200E-33 4.433E-13 1.816E-6 2.818E-1 1.313E-2 2.347E+0 3.600E-89
1.244E-1 1.897E+0 6.985E-92 9.378E-33 1.452E-12 4.499E-6 4.165E-1 4.380E-3 1.476E+0 1.251E-87
1.270E-1 1.464E+0 4.801E-90 7.129E-32 4.647E-12 1.084E-5 6.009E-1 1.356E-3 8.614E-1 4.213E-86
1.296E-1 1.313E+0 3.162E-88 5.273E-31 1.453E-11 2.540E-5 8.460E-1 3.895E-4 4.663E-1 1.376E-84
1.322E-1 1.397E+0 1.996E-86 3.794E-30 4.437E-11 5.788E-5 1.163E+0 1.038E-4 2.343E-1 4.358E-83
1.348E-1 1.669E+0 1.207E-84 2.657E-29 1.324E-10 1.283E-4 1.559E+0 2.567E-5 1.092E-1 1.338E-81
1.374E-1 2.089E+0 6.997E-83 1.810E-28 3.858E-10 2.766E-4 2.042E+0 5.890E-6 4.721E-2 3.985E-80
1.400E-1 2.628E+0 3.887E-81 1.199E-27 1.098E-9 5.799E-4 2.609E+0 1.254E-6 1.894E-2 1.150E-78
1.426E-1 3.262E+0 2.069E-79 7.734E-27 3.055E-9 1.183E-3 3.254E+0 2.476E-7 7.051E-3 3.220E-77
1.452E-1 3.966E+0 1.056E-77 4.853E-26 8.301E-9 2.346E-3 3.961E+0 4.538E-8 2.436E-3 8.739E-76
1.478E-1 4.712E+0 5.160E-76 2.962E-25 2.203E-8 4.525E-3 4.707E+0 7.717E-9 7.805E-4 2.300E-74
1.504E-1 5.468E+0 2.418E-74 1.759E-24 5.712E-8 8.490E-3 5.459E+0 1.217E-9 2.321E-4 5.868E-73
1.530E-1 6.195E+0 1.085E-72 1.017E-23 1.447E-7 1.549E-2 6.180E+0 1.782E-10 6.403E-5 1.452E-71
