N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 330 1.141157849E+00 1.146220427E+00
1.468000E+10 3.162e+15 330 1.142745009E+00 1.146245408E+00
2.154000E+10 3.162e+15 330 1.143869438E+00 1.146280367E+00
3.162000E+10 3.162e+15 330 1.144673873E+00 1.146315583E+00
4.642000E+10 3.162e+15 330 1.145263847E+00 1.146390677E+00
6.813000E+10 3.162e+15 330 1.145700414E+00 1.146463480E+00
1.000000E+11 3.162e+15 330 1.146096916E+00 1.146621111E+00
1.468000E+11 3.162e+15 330 1.146426481E+00 1.146783407E+00
2.154000E+11 3.162e+15 330 1.145787792E+00 1.146032073E+00
3.162000E+11 3.162e+15 330 1.146775446E+00 1.146945333E+00
4.642000E+11 3.162e+15 330 1.147371147E+00 1.147489797E+00
6.813000E+11 3.162e+15 330 1.148135556E+00 1.148219097E+00
1.000000E+12 3.162e+15 330 1.149104345E+00 1.149163709E+00
1.468000E+12 3.162e+15 330 1.150612358E+00 1.150655087E+00
2.154000E+12 3.162e+15 330 1.152047264E+00 1.152078289E+00
3.162000E+12 3.162e+15 330 1.153229116E+00 1.153251783E+00
4.642000E+12 3.162e+15 330 1.155460644E+00 1.155477606E+00
6.813000E+12 3.162e+15 330 1.157209252E+00 1.157221775E+00
1.000000E+13 3.162e+15 330 1.162835658E+00 1.162845400E+00
