N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 315 1.146796435E+00 1.150312772E+00
1.468000E+10 3.162e+15 315 1.147914588E+00 1.150333295E+00
2.154000E+10 3.162e+15 315 1.148702174E+00 1.150361464E+00
3.162000E+10 3.162e+15 315 1.149267341E+00 1.150403780E+00
4.642000E+10 3.162e+15 315 1.149686834E+00 1.150464495E+00
6.813000E+10 3.162e+15 315 1.150021002E+00 1.150552973E+00
1.000000E+11 3.162e+15 315 1.150316533E+00 1.150680570E+00
1.468000E+11 3.162e+15 315 1.150613408E+00 1.150862727E+00
2.154000E+11 3.162e+15 315 1.150613071E+00 1.150783208E+00
3.162000E+11 3.162e+15 315 1.150964730E+00 1.151081405E+00
4.642000E+11 3.162e+15 315 1.151452020E+00 1.151532470E+00
6.813000E+11 3.162e+15 315 1.152048174E+00 1.152103778E+00
1.000000E+12 3.162e+15 315 1.152837961E+00 1.152876627E+00
1.468000E+12 3.162e+15 315 1.153980581E+00 1.154007621E+00
2.154000E+12 3.162e+15 315 1.155373897E+00 1.155392935E+00
3.162000E+12 3.162e+15 315 1.156876202E+00 1.156889771E+00
4.642000E+12 3.162e+15 315 1.162275220E+00 1.162330634E+00
6.813000E+12 3.162e+15 315 1.167621996E+00 1.167629312E+00
1.000000E+13 3.162e+15 315 1.168883720E+00 1.168888926E+00
