N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 325 1.150071854E+00 1.156643213E+00
1.468000E+10 3.162e+15 325 1.152123381E+00 1.156666258E+00
2.154000E+10 3.162e+15 325 1.153571634E+00 1.156699817E+00
3.162000E+10 3.162e+15 325 1.154600846E+00 1.156749563E+00
4.642000E+10 3.162e+15 325 1.155347329E+00 1.156821245E+00
6.813000E+10 3.162e+15 325 1.155867235E+00 1.156879796E+00
1.000000E+11 3.162e+15 325 1.156312051E+00 1.157005666E+00
1.468000E+11 3.162e+15 325 1.156695171E+00 1.157170998E+00
2.154000E+11 3.162e+15 325 1.157148769E+00 1.157476544E+00
3.162000E+11 3.162e+15 325 1.157624849E+00 1.157851820E+00
4.642000E+11 3.162e+15 325 1.158279806E+00 1.158437428E+00
6.813000E+11 3.162e+15 325 1.159108886E+00 1.159219193E+00
1.000000E+12 3.162e+15 325 1.160148844E+00 1.160226464E+00
1.468000E+12 3.162e+15 325 1.161413638E+00 1.161468764E+00
2.154000E+12 3.162e+15 325 1.163190911E+00 1.163230244E+00
3.162000E+12 3.162e+15 325 1.164464844E+00 1.164493206E+00
4.642000E+12 3.162e+15 325 1.165861912E+00 1.165882663E+00
6.813000E+12 3.162e+15 325 1.167549484E+00 1.167564605E+00
1.000000E+13 3.162e+15 325 1.169971384E+00 1.170009471E+00
