N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 340 1.091715682E+00 1.100002665E+00
1.468000E+10 3.162e+15 340 1.092372777E+00 1.100140720E+00
2.154000E+10 3.162e+15 340 1.093101368E+00 1.100337968E+00
3.162000E+10 3.162e+15 340 1.095353888E+00 1.100622281E+00
4.642000E+10 3.162e+15 340 1.096962256E+00 1.100821113E+00
6.813000E+10 3.162e+15 340 1.098799828E+00 1.100910397E+00
1.000000E+11 3.162e+15 340 1.100617675E+00 1.101044946E+00
1.468000E+11 3.162e+15 340 1.100939938E+00 1.101232996E+00
2.154000E+11 3.162e+15 340 1.101297544E+00 1.101499096E+00
3.162000E+11 3.162e+15 340 1.101730562E+00 1.101869563E+00
4.642000E+11 3.162e+15 340 1.102278571E+00 1.102374788E+00
6.813000E+11 3.162e+15 340 1.102976005E+00 1.103043094E+00
1.000000E+12 3.162e+15 340 1.103851006E+00 1.103897947E+00
1.468000E+12 3.162e+15 340 1.104909144E+00 1.104942317E+00
2.154000E+12 3.162e+15 340 1.107463218E+00 1.107523918E+00
3.162000E+12 3.162e+15 340 1.110248088E+00 1.110332185E+00
4.642000E+12 3.162e+15 340 1.112558104E+00 1.112638781E+00
6.813000E+12 3.162e+15 340 1.114216142E+00 1.114282830E+00
1.000000E+13 3.162e+15 340 1.115821741E+00 1.115881164E+00
