N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 335 1.116333158E+00 1.122598467E+00
1.468000E+10 3.162e+15 335 1.118129980E+00 1.122650145E+00
2.154000E+10 3.162e+15 335 1.119584197E+00 1.122725395E+00
3.162000E+10 3.162e+15 335 1.120656411E+00 1.122831063E+00
4.642000E+10 3.162e+15 335 1.121474160E+00 1.122985115E+00
6.813000E+10 3.162e+15 335 1.122148702E+00 1.123207837E+00
1.000000E+11 3.162e+15 335 1.122787337E+00 1.123530744E+00
1.468000E+11 3.162e+15 335 1.123458587E+00 1.123985686E+00
2.154000E+11 3.162e+15 335 1.124232385E+00 1.124611280E+00
3.162000E+11 3.162e+15 335 1.125172819E+00 1.125449863E+00
4.642000E+11 3.162e+15 335 1.126326817E+00 1.126533645E+00
6.813000E+11 3.162e+15 335 1.127711451E+00 1.127869353E+00
1.000000E+12 3.162e+15 335 1.129300385E+00 1.129423604E+00
1.468000E+12 3.162e+15 335 1.131133579E+00 1.131319549E+00
2.154000E+12 3.162e+15 335 1.133585392E+00 1.133744994E+00
3.162000E+12 3.162e+15 335 1.135915037E+00 1.136051912E+00
4.642000E+12 3.162e+15 335 1.137586367E+00 1.137703711E+00
6.813000E+12 3.162e+15 335 1.139136980E+00 1.139236874E+00
1.000000E+13 3.162e+15 335 1.140642160E+00 1.140727100E+00
