N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 340 1.005913954E+00 1.006426461E+00
1.468000E+10 3.162e+15 340 1.006026875E+00 1.006424691E+00
2.154000E+10 3.162e+15 340 1.006184310E+00 1.006421727E+00
3.162000E+10 3.162e+15 340 1.006214934E+00 1.006467381E+00
4.642000E+10 3.162e+15 340 1.006377660E+00 1.006518595E+00
6.813000E+10 3.162e+15 340 1.006422920E+00 1.006531125E+00
1.000000E+11 3.162e+15 340 1.006440186E+00 1.006571396E+00
1.468000E+11 3.162e+15 340 1.006596036E+00 1.006123112E+00
2.154000E+11 3.162e+15 340 1.007042823E+00 1.007081188E+00
3.162000E+11 3.162e+15 340 1.007768875E+00 1.007728077E+00
4.642000E+11 3.162e+15 340 1.006546248E+00 1.006573677E+00
6.813000E+11 3.162e+15 340 1.008779516E+00 1.008650927E+00
1.000000E+12 3.162e+15 340 1.017119947E+00 1.017128938E+00
1.468000E+12 3.162e+15 340 1.042087473E+00 1.042129634E+00
2.154000E+12 3.162e+15 340 1.058122478E+00 1.058170046E+00
3.162000E+12 3.162e+15 340 1.072808152E+00 1.095679477E+00
4.642000E+12 3.162e+15 340 1.103001365E+00 1.103010631E+00
6.813000E+12 3.162e+15 340 1.102564491E+00 1.102571399E+00
1.000000E+13 3.162e+15 340 1.104976818E+00 1.105008800E+00
