N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 330 1.083971759E+00 1.084950398E+00
1.468000E+10 3.162e+15 330 1.084711305E+00 1.085911922E+00
2.154000E+10 3.162e+15 330 1.084872760E+00 1.086109955E+00
3.162000E+10 3.162e+15 330 1.085835188E+00 1.086767266E+00
4.642000E+10 3.162e+15 330 1.086889858E+00 1.087536845E+00
6.813000E+10 3.162e+15 330 1.088181838E+00 1.088633437E+00
1.000000E+11 3.162e+15 330 1.089860534E+00 1.090217742E+00
1.468000E+11 3.162e+15 330 1.093559591E+00 1.093789915E+00
2.154000E+11 3.162e+15 330 1.096338674E+00 1.096496044E+00
3.162000E+11 3.162e+15 330 1.102409171E+00 1.102534051E+00
4.642000E+11 3.162e+15 330 1.105614472E+00 1.105682724E+00
6.813000E+11 3.162e+15 330 1.106666706E+00 1.106714137E+00
1.000000E+12 3.162e+15 330 1.111877522E+00 1.111934178E+00
1.468000E+12 3.162e+15 330 1.121969807E+00 1.122031653E+00
2.154000E+12 3.162e+15 330 1.132195062E+00 1.132232638E+00
3.162000E+12 3.162e+15 330 1.133753114E+00 1.133769154E+00
4.642000E+12 3.162e+15 330 1.137329055E+00 1.137355858E+00
6.813000E+12 3.162e+15 330 1.143689369E+00 1.143728099E+00
1.000000E+13 3.162e+15 330 1.149288709E+00 1.149324617E+00
