N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 315 1.139377003E+00 1.143124363E+00
1.468000E+10 3.162e+15 315 1.140719806E+00 1.143301935E+00
2.154000E+10 3.162e+15 315 1.141783570E+00 1.143560166E+00
3.162000E+10 3.162e+15 315 1.142712265E+00 1.143934465E+00
4.642000E+10 3.162e+15 315 1.143631282E+00 1.144473040E+00
6.813000E+10 3.162e+15 315 1.144661195E+00 1.145242500E+00
1.000000E+11 3.162e+15 315 1.145923511E+00 1.146326581E+00
1.468000E+11 3.162e+15 315 1.147547641E+00 1.147828844E+00
2.154000E+11 3.162e+15 315 1.149659988E+00 1.149857716E+00
3.162000E+11 3.162e+15 315 1.154178067E+00 1.154371711E+00
4.642000E+11 3.162e+15 315 1.155343236E+00 1.155488467E+00
6.813000E+11 3.162e+15 315 1.156960272E+00 1.157072660E+00
1.000000E+12 3.162e+15 315 1.164400961E+00 1.164458684E+00
1.468000E+12 3.162e+15 315 1.173084244E+00 1.173129340E+00
2.154000E+12 3.162e+15 315 1.176859044E+00 1.176883440E+00
3.162000E+12 3.162e+15 315 1.179209489E+00 1.179226770E+00
4.642000E+12 3.162e+15 315 1.180217703E+00 1.180229860E+00
6.813000E+12 3.162e+15 315 1.181456806E+00 1.181465379E+00
1.000000E+13 3.162e+15 315 1.182630055E+00 1.182636126E+00
