N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 305 1.161785234E+00 1.164895703E+00
1.468000E+10 3.162e+15 305 1.162788442E+00 1.164921547E+00
2.154000E+10 3.162e+15 305 1.163498750E+00 1.164958863E+00
3.162000E+10 3.162e+15 305 1.164014798E+00 1.165013117E+00
4.642000E+10 3.162e+15 305 1.164409770E+00 1.165091894E+00
6.813000E+10 3.162e+15 305 1.164739209E+00 1.165205185E+00
1.000000E+11 3.162e+15 305 1.165048191E+00 1.165366566E+00
1.468000E+11 3.162e+15 305 1.165376510E+00 1.165594123E+00
2.154000E+11 3.162e+15 305 1.165759711E+00 1.165908572E+00
3.162000E+11 3.162e+15 305 1.166232352E+00 1.166334321E+00
4.642000E+11 3.162e+15 305 1.166822173E+00 1.166892083E+00
6.813000E+11 3.162e+15 305 1.167546191E+00 1.167594239E+00
1.000000E+12 3.162e+15 305 1.168403515E+00 1.168436621E+00
1.468000E+12 3.162e+15 305 1.169369759E+00 1.169392586E+00
2.154000E+12 3.162e+15 305 1.171111515E+00 1.171127321E+00
3.162000E+12 3.162e+15 305 1.171858322E+00 1.171869238E+00
4.642000E+12 3.162e+15 305 1.179778106E+00 1.179858753E+00
6.813000E+12 3.162e+15 305 1.181182747E+00 1.181188398E+00
1.000000E+13 3.162e+15 305 1.181692399E+00 1.181696286E+00
