N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 295 1.136453717E+00 1.138672382E+00
1.468000E+10 3.162e+15 295 1.137330770E+00 1.138686588E+00
2.154000E+10 3.162e+15 295 1.137780366E+00 1.138707291E+00
3.162000E+10 3.162e+15 295 1.138104268E+00 1.138737417E+00
4.642000E+10 3.162e+15 295 1.138348937E+00 1.138781176E+00
6.813000E+10 3.162e+15 295 1.138549291E+00 1.138844315E+00
1.000000E+11 3.162e+15 295 1.138733572E+00 1.138934921E+00
1.468000E+11 3.162e+15 295 1.138925448E+00 1.139062950E+00
2.154000E+11 3.162e+15 295 1.139147960E+00 1.139241880E+00
3.162000E+11 3.162e+15 295 1.139421452E+00 1.139485625E+00
4.642000E+11 3.162e+15 295 1.139765514E+00 1.139809439E+00
6.813000E+11 3.162e+15 295 1.140192027E+00 1.140222111E+00
1.000000E+12 3.162e+15 295 1.140703515E+00 1.140724137E+00
1.468000E+12 3.162e+15 295 1.141194120E+00 1.141208423E+00
2.154000E+12 3.162e+15 295 1.141656040E+00 1.141665754E+00
3.162000E+12 3.162e+15 295 1.142218480E+00 1.142225138E+00
4.642000E+12 3.162e+15 295 1.142921630E+00 1.142926222E+00
6.813000E+12 3.162e+15 295 1.143179762E+00 1.143182902E+00
1.000000E+13 3.162e+15 295 1.14513665E+00 1.14566238E+00
