N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 295 1.154296949E+00 1.156304023E+00
1.468000E+10 3.162e+15 295 1.154941643E+00 1.156315009E+00
2.154000E+10 3.162e+15 295 1.155392465E+00 1.156331008E+00
3.162000E+10 3.162e+15 295 1.155713420E+00 1.156441397E+00
4.642000E+10 3.162e+15 295 1.155950695E+00 1.156678752E+00
6.813000E+10 3.162e+15 295 1.156138393E+00 1.157025687E+00
1.000000E+11 3.162e+15 295 1.156303120E+00 1.157531878E+00
1.468000E+11 3.162e+15 295 1.157264725E+00 1.158268349E+00
2.154000E+11 3.162e+15 295 1.158618679E+00 1.159335612E+00
3.162000E+11 3.162e+15 295 1.160353666E+00 1.160873456E+00
4.642000E+11 3.162e+15 295 1.162686953E+00 1.163071747E+00
6.813000E+11 3.162e+15 295 1.165885917E+00 1.166178587E+00
1.000000E+12 3.162e+15 295 1.166880952E+00 1.166903539E+00
1.468000E+12 3.162e+15 295 1.167401343E+00 1.167416808E+00
2.154000E+12 3.162e+15 295 1.167747873E+00 1.167758432E+00
3.162000E+12 3.162e+15 295 1.168235012E+00 1.168242295E+00
4.642000E+12 3.162e+15 295 1.168678874E+00 1.168682639E+00
6.813000E+12 3.162e+15 295 1.168969341E+00 1.168971933E+00
1.000000E+13 3.162e+15 295 1.172215276E+00 1.172308166E+00
