N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 335 1.015371863E+00 1.015437975E+00
1.468000E+10 3.162e+15 335 1.015829514E+00 1.015938581E+00
2.154000E+10 3.162e+15 335 1.016675488E+00 1.016463803E+00
3.162000E+10 3.162e+15 335 1.018145789E+00 1.018206912E+00
4.642000E+10 3.162e+15 335 1.021979188E+00 1.021772174E+00
6.813000E+10 3.162e+15 335 1.024461191E+00 1.024594746E+00
1.000000E+11 3.162e+15 335 1.027956254E+00 1.028066686E+00
1.468000E+11 3.162e+15 335 1.034547433E+00 1.034644934E+00
2.154000E+11 3.162e+15 335 1.041008823E+00 1.041093979E+00
3.162000E+11 3.162e+15 335 1.049537805E+00 1.049614308E+00
4.642000E+11 3.162e+15 335 1.083515886E+00 1.083603825E+00
6.813000E+11 3.162e+15 335 1.092393413E+00 1.092436828E+00
1.000000E+12 3.162e+15 335 1.093562406E+00 1.093592736E+00
1.468000E+12 3.162e+15 335 1.100111931E+00 1.100165875E+00
2.154000E+12 3.162e+15 335 1.110978660E+00 1.111013770E+00
3.162000E+12 3.162e+15 335 1.114980528E+00 1.114994388E+00
4.642000E+12 3.162e+15 335 1.117304722E+00 1.117314659E+00
6.813000E+12 3.162e+15 335 1.121573683E+00 1.121597750E+00
1.000000E+13 3.162e+15 335 1.129366479E+00 1.129387766E+00
