N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 320 1.125752141E+00 1.128516439E+00
1.468000E+10 3.162e+15 320 1.126643749E+00 1.128568302E+00
2.154000E+10 3.162e+15 320 1.127280621E+00 1.128644144E+00
3.162000E+10 3.162e+15 320 1.127750457E+00 1.128754999E+00
4.642000E+10 3.162e+15 320 1.128119019E+00 1.128916600E+00
6.813000E+10 3.162e+15 320 1.128522619E+00 1.129151528E+00
1.000000E+11 3.162e+15 320 1.129045382E+00 1.129491632E+00
1.468000E+11 3.162e+15 320 1.129665583E+00 1.129985318E+00
2.154000E+11 3.162e+15 320 1.130450268E+00 1.130682695E+00
3.162000E+11 3.162e+15 320 1.134193582E+00 1.134331303E+00
4.642000E+11 3.162e+15 320 1.138420630E+00 1.138519265E+00
6.813000E+11 3.162e+15 320 1.146702559E+00 1.146763579E+00
1.000000E+12 3.162e+15 320 1.148229952E+00 1.148272473E+00
1.468000E+12 3.162e+15 320 1.152958390E+00 1.153003448E+00
2.154000E+12 3.162e+15 320 1.159498705E+00 1.159534227E+00
3.162000E+12 3.162e+15 320 1.168013099E+00 1.168060614E+00
4.642000E+12 3.162e+15 320 1.171110759E+00 1.171123542E+00
6.813000E+12 3.162e+15 320 1.176120003E+00 1.176167163E+00
1.000000E+13 3.162e+15 320 1.181229458E+00 1.181246461E+00
