N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 305 1.137663097E+00 1.140589954E+00
1.468000E+10 3.162e+15 305 1.138598167E+00 1.140606469E+00
2.154000E+10 3.162e+15 305 1.139254911E+00 1.140630130E+00
3.162000E+10 3.162e+15 305 1.139724441E+00 1.140664898E+00
4.642000E+10 3.162e+15 305 1.140073341E+00 1.140715946E+00
6.813000E+10 3.162e+15 305 1.140350472E+00 1.140789446E+00
1.000000E+11 3.162e+15 305 1.140594763E+00 1.141052100E+00
1.468000E+11 3.162e+15 305 1.140983797E+00 1.141500777E+00
2.154000E+11 3.162e+15 305 1.141779044E+00 1.142149584E+00
3.162000E+11 3.162e+15 305 1.142818123E+00 1.143088289E+00
4.642000E+11 3.162e+15 305 1.144229979E+00 1.144431541E+00
6.813000E+11 3.162e+15 305 1.146179674E+00 1.146334572E+00
1.000000E+12 3.162e+15 305 1.148869604E+00 1.148992977E+00
1.468000E+12 3.162e+15 305 1.152536422E+00 1.152638645E+00
2.154000E+12 3.162e+15 305 1.154914876E+00 1.154931241E+00
3.162000E+12 3.162e+15 305 1.155544461E+00 1.155555774E+00
4.642000E+12 3.162e+15 305 1.155484624E+00 1.155492427E+00
6.813000E+12 3.162e+15 305 1.155877636E+00 1.155883055E+00
1.000000E+13 3.162e+15 305 1.156365636E+00 1.156369347E+00
