N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 300 1.135174093E+00 1.141345767E+00
1.468000E+10 3.162e+15 300 1.136893156E+00 1.141402243E+00
2.154000E+10 3.162e+15 300 1.138245485E+00 1.141485040E+00
3.162000E+10 3.162e+15 300 1.139305319E+00 1.141606307E+00
4.642000E+10 3.162e+15 300 1.140160200E+00 1.141783784E+00
6.813000E+10 3.162e+15 300 1.140900044E+00 1.142043165E+00
1.000000E+11 3.162e+15 300 1.141614919E+00 1.142421492E+00
1.468000E+11 3.162e+15 300 1.142398824E+00 1.142971746E+00
2.154000E+11 3.162e+15 300 1.143357008E+00 1.143768764E+00
3.162000E+11 3.162e+15 300 1.144615637E+00 1.144916781E+00
4.642000E+11 3.162e+15 300 1.145844871E+00 1.145901887E+00
6.813000E+11 3.162e+15 300 1.146348157E+00 1.146387292E+00
1.000000E+12 3.162e+15 300 1.146957941E+00 1.146984801E+00
1.468000E+12 3.162e+15 300 1.147661912E+00 1.147680420E+00
2.154000E+12 3.162e+15 300 1.148863887E+00 1.148876604E+00
3.162000E+12 3.162e+15 300 1.149302517E+00 1.149311388E+00
4.642000E+12 3.162e+15 300 1.149265512E+00 1.149271533E+00
6.813000E+12 3.162e+15 300 1.149443462E+00 1.149447569E+00
1.000000E+13 3.162e+15 300 1.149867297E+00 1.149870128E+00
