N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 290 1.152309419E+00 1.159576573E+00
1.468000E+10 3.162e+15 290 1.156084795E+00 1.159584743E+00
2.154000E+10 3.162e+15 290 1.158795430E+00 1.159596608E+00
3.162000E+10 3.162e+15 290 1.159066979E+00 1.159613824E+00
4.642000E+10 3.162e+15 290 1.159265752E+00 1.159638810E+00
6.813000E+10 3.162e+15 290 1.159420476E+00 1.159674906E+00
1.000000E+11 3.162e+15 290 1.159553233E+00 1.159726747E+00
1.468000E+11 3.162e+15 290 1.159682160E+00 1.159800487E+00
2.154000E+11 3.162e+15 290 1.159823215E+00 1.159903921E+00
3.162000E+11 3.162e+15 290 1.159991243E+00 1.160046301E+00
4.642000E+11 3.162e+15 290 1.160199702E+00 1.160237258E+00
6.813000E+11 3.162e+15 290 1.160360988E+00 1.160380284E+00
1.000000E+12 3.162e+15 290 1.160661304E+00 1.160674492E+00
1.468000E+12 3.162e+15 290 1.161013670E+00 1.161022678E+00
2.154000E+12 3.162e+15 290 1.161245986E+00 1.161252132E+00
3.162000E+12 3.162e+15 290 1.161569621E+00 1.161573814E+00
4.642000E+12 3.162e+15 290 1.162022495E+00 1.162025362E+00
6.813000E+12 3.162e+15 290 1.172123982E+00 1.172126843E+00
1.000000E+13 3.162e+15 290 1.172266633E+00 1.172268556E+00
