N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 320 1.148678515E+00 1.154193337E+00
1.468000E+10 3.162e+15 320 1.150410579E+00 1.154214553E+00
2.154000E+10 3.162e+15 320 1.151630859E+00 1.154245739E+00
3.162000E+10 3.162e+15 320 1.152497207E+00 1.154290764E+00
4.642000E+10 3.162e+15 320 1.153127876E+00 1.154356532E+00
6.813000E+10 3.162e+15 320 1.153610380E+00 1.154451701E+00
1.000000E+11 3.162e+15 320 1.153981407E+00 1.154560029E+00
1.468000E+11 3.162e+15 320 1.154331213E+00 1.154727054E+00
2.154000E+11 3.162e+15 320 1.154705459E+00 1.154976879E+00
3.162000E+11 3.162e+15 320 1.155122092E+00 1.155308655E+00
4.642000E+11 3.162e+15 320 1.155714564E+00 1.155843453E+00
6.813000E+11 3.162e+15 320 1.156466288E+00 1.156555757E+00
1.000000E+12 3.162e+15 320 1.157408308E+00 1.157470746E+00
1.468000E+12 3.162e+15 320 1.158548967E+00 1.158592756E+00
2.154000E+12 3.162e+15 320 1.159889119E+00 1.159920273E+00
3.162000E+12 3.162e+15 320 1.161195941E+00 1.161218024E+00
4.642000E+12 3.162e+15 320 1.162389807E+00 1.162405455E+00
6.813000E+12 3.162e+15 320 1.165769738E+00 1.165815266E+00
1.000000E+13 3.162e+15 320 1.173634117E+00 1.173677499E+00
