N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 3.162e+15 290 1.131275726E+00 1.132804441E+00
1.468000E+10 3.162e+15 290 1.131771241E+00 1.132816860E+00
2.154000E+10 3.162e+15 290 1.132120696E+00 1.132835109E+00
3.162000E+10 3.162e+15 290 1.132373716E+00 1.132861438E+00
4.642000E+10 3.162e+15 290 1.132566736E+00 1.132899574E+00
6.813000E+10 3.162e+15 290 1.132727526E+00 1.132954617E+00
1.000000E+11 3.162e+15 290 1.132878118E+00 1.133033073E+00
1.468000E+11 3.162e+15 290 1.133038390E+00 1.133144146E+00
2.154000E+11 3.162e+15 290 1.133225840E+00 1.133298018E+00
3.162000E+11 3.162e+15 290 1.133457680E+00 1.133506994E+00
4.642000E+11 3.162e+15 290 1.133748125E+00 1.133781856E+00
6.813000E+11 3.162e+15 290 1.134105865E+00 1.134128927E+00
1.000000E+12 3.162e+15 290 1.134529812E+00 1.134545608E+00
1.468000E+12 3.162e+15 290 1.134852516E+00 1.134863349E+00
2.154000E+12 3.162e+15 290 1.135237665E+00 1.135245068E+00
3.162000E+12 3.162e+15 290 1.135869457E+00 1.135874520E+00
4.642000E+12 3.162e+15 290 1.138259159E+00 1.138354496E+00
6.813000E+12 3.162e+15 290 1.14151372E+00 1.14149486E+00
1.000000E+13 3.162e+15 290 1.14331508E+00 1.14378291E+00
