N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 310 1.160828250E+00 1.164321301E+00
1.468000E+10 3.162e+15 310 1.162059654E+00 1.164462844E+00
2.154000E+10 3.162e+15 310 1.163017595E+00 1.164668568E+00
3.162000E+10 3.162e+15 310 1.163832798E+00 1.164966632E+00
4.642000E+10 3.162e+15 310 1.164616375E+00 1.165395714E+00
6.813000E+10 3.162e+15 310 1.165472170E+00 1.166008893E+00
1.000000E+11 3.162e+15 310 1.166503083E+00 1.166873934E+00
1.468000E+11 3.162e+15 310 1.167094088E+00 1.167356726E+00
2.154000E+11 3.162e+15 310 1.167674295E+00 1.167854381E+00
3.162000E+11 3.162e+15 310 1.168396891E+00 1.168520628E+00
4.642000E+11 3.162e+15 310 1.169296615E+00 1.169381867E+00
6.813000E+11 3.162e+15 310 1.170388320E+00 1.170447224E+00
1.000000E+12 3.162e+15 310 1.171659065E+00 1.171699887E+00
1.468000E+12 3.162e+15 310 1.173062326E+00 1.173090651E+00
2.154000E+12 3.162e+15 310 1.174798185E+00 1.174817881E+00
3.162000E+12 3.162e+15 310 1.176314915E+00 1.176328708E+00
4.642000E+12 3.162e+15 310 1.176678735E+00 1.176688299E+00
6.813000E+12 3.162e+15 310 1.180224538E+00 1.180285162E+00
1.000000E+13 3.162e+15 310 1.187198718E+00 1.187203765E+00
