N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+15 325 1.106902879E+00 1.109965040E+00
1.468000E+10 3.162e+15 325 1.108058339E+00 1.110172048E+00
2.154000E+10 3.162e+15 325 1.109016335E+00 1.110473570E+00
3.162000E+10 3.162e+15 325 1.109905155E+00 1.110910269E+00
4.642000E+10 3.162e+15 325 1.110843935E+00 1.111538649E+00
6.813000E+10 3.162e+15 325 1.111952729E+00 1.112434756E+00
1.000000E+11 3.162e+15 325 1.113887658E+00 1.114268057E+00
1.468000E+11 3.162e+15 325 1.117622373E+00 1.117876097E+00
2.154000E+11 3.162e+15 325 1.120455540E+00 1.120636943E+00
3.162000E+11 3.162e+15 325 1.123213026E+00 1.123326475E+00
4.642000E+11 3.162e+15 325 1.124201039E+00 1.124279601E+00
6.813000E+11 3.162e+15 325 1.126103829E+00 1.126170524E+00
1.000000E+12 3.162e+15 325 1.133723127E+00 1.133766967E+00
1.468000E+12 3.162e+15 325 1.136885181E+00 1.136939133E+00
2.154000E+12 3.162e+15 325 1.142254484E+00 1.142269351E+00
3.162000E+12 3.162e+15 325 1.148254525E+00 1.148283672E+00
4.642000E+12 3.162e+15 325 1.157677719E+00 1.157690572E+00
6.813000E+12 3.162e+15 325 1.158801263E+00 1.158810396E+00
1.000000E+13 3.162e+15 325 1.160344454E+00 1.160363098E+00
