T d154 d184 d214 d244
d 150 180 210 240
290 1.218148594E+00 1.217593670E+00 1.217135992E+00 1.217114838E+00
295 1.216773931E+00 1.216355358E+00 1.215910866E+00 1.215861713E+00
300 1.216392513E+00 1.215978247E+00 1.215609356E+00 1.215354013E+00
305 1.216430259E+00 1.215974189E+00 1.215583785E+00 1.215271195E+00
310 1.216453079E+00 1.215899623E+00 1.215454698E+00 1.215001914E+00
315 1.215318666E+00 1.214826690E+00 1.214124884E+00 1.213493168E+00
320 1.212252540E+00 1.211426346E+00 1.210286415E+00 1.209072107E+00
325 1.203527719E+00 1.202027043E+00 1.200068453E+00 1.197894683E+00
330 1.183331860E+00 1.180763679E+00 1.177314953E+00 1.173422521E+00
335 1.141363711E+00 1.137294400E+00 1.131528604E+00 1.124925943E+00
340 1.066060031E+00 1.060252434E+00 1.051697236E+00 1.041608496E+00
