Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.128516439E+00 1.181975272E+0 -5.345883300E-02 1.128516439E+00 1.181975272E+0 -5.345883300E-02
1.468000E+10 1.128568302E+00 1.100223638E+0 2.834466400E-02 1.128568302E+00 1.100223638E+0 2.834466400E-02
2.154000E+10 1.128644144E+00 1.054965887E+0 7.367825700E-02 1.128644144E+00 1.054965887E+0 7.367825700E-02
3.162000E+10 1.128754999E+00 1.030009787E+0 9.874521200E-02 1.128754999E+00 1.030009787E+0 9.874521200E-02
4.642000E+10 1.128916600E+00 1.016331854E+0 1.125847460E-01 1.128916600E+00 1.016331854E+0 1.125847460E-01
6.813000E+10 1.129151528E+00 1.008867537E+0 1.202839910E-01 1.129151528E+00 1.008867537E+0 1.202839910E-01
1.000000E+11 1.129491632E+00 1.004802375E+0 1.246892570E-01 1.129491632E+00 1.004802375E+0 1.246892570E-01
1.468000E+11 1.129985318E+00 1.002594247E+0 1.273910710E-01 1.129985318E+00 1.002594247E+0 1.273910710E-01
2.154000E+11 1.130682695E+00 1.001399461E+0 1.292832340E-01 1.130682695E+00 1.001399461E+0 1.292832340E-01
3.162000E+11 1.134331303E+00 1.000752837E+0 1.335784660E-01 1.134331303E+00 1.000752837E+0 1.335784660E-01
4.642000E+11 1.138519265E+00 1.000404150E+0 1.381151150E-01 1.138519265E+00 1.000404150E+0 1.381151150E-01
6.813000E+11 1.146763579E+00 1.000216643E+0 1.465469360E-01 1.146763579E+00 1.000216643E+0 1.465469360E-01
1.000000E+12 1.148272473E+00 1.000115907E+0 1.481565660E-01 1.148272473E+00 1.000115907E+0 1.481565660E-01
1.468000E+12 1.153003448E+00 1.000061889E+0 1.529415590E-01 1.153003448E+00 1.000061889E+0 1.529415590E-01
2.154000E+12 1.159534227E+00 1.000033016E+0 1.595012110E-01 1.159534227E+00 1.000033016E+0 1.595012110E-01
3.162000E+12 1.168060614E+00 1.000017572E+0 1.680430420E-01 1.168060614E+00 1.000017572E+0 1.680430420E-01
4.642000E+12 1.171123542E+00 1.000009336E+0 1.711142060E-01 1.171123542E+00 1.000009336E+0 1.711142060E-01
6.813000E+12 1.176167163E+00 1.000004955E+0 1.761622080E-01 1.176167163E+00 1.000004955E+0 1.761622080E-01
1.000000E+13 1.181246461E+00 1.000002626E+0 1.812438350E-01 1.181246461E+00 1.000002626E+0 1.812438350E-01
