Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.139377003E+00 1.112897005E+0 2.647999800E-02 1.139377003E+00 1.112897005E+0 2.647999800E-02
1.468000E+10 1.140719806E+00 1.116110958E+0 2.460884800E-02 1.140719806E+00 1.116110958E+0 2.460884800E-02
2.154000E+10 1.141783570E+00 1.119309436E+0 2.247413400E-02 1.141783570E+00 1.119309436E+0 2.247413400E-02
3.162000E+10 1.142712265E+00 1.122494737E+0 2.021752800E-02 1.142712265E+00 1.122494737E+0 2.021752800E-02
4.642000E+10 1.143631282E+00 1.125658258E+0 1.797302400E-02 1.143631282E+00 1.125658258E+0 1.797302400E-02
6.813000E+10 1.144661195E+00 1.128792236E+0 1.586895900E-02 1.144661195E+00 1.128792236E+0 1.586895900E-02
1.000000E+11 1.145923511E+00 1.131894299E+0 1.402921200E-02 1.145923511E+00 1.131894299E+0 1.402921200E-02
1.468000E+11 1.147547641E+00 1.134960311E+0 1.258733000E-02 1.147547641E+00 1.134960311E+0 1.258733000E-02
2.154000E+11 1.149659988E+00 1.137980806E+0 1.167918200E-02 1.149659988E+00 1.137980806E+0 1.167918200E-02
3.162000E+11 1.154178067E+00 1.140958823E+0 1.321924400E-02 1.154178067E+00 1.140958823E+0 1.321924400E-02
4.642000E+11 1.155343236E+00 1.143887252E+0 1.145598400E-02 1.155343236E+00 1.143887252E+0 1.145598400E-02
6.813000E+11 1.156960272E+00 1.146760037E+0 1.020023500E-02 1.156960272E+00 1.146760037E+0 1.020023500E-02
1.000000E+12 1.164400961E+00 1.149576236E+0 1.482472500E-02 1.164400961E+00 1.149576236E+0 1.482472500E-02
1.468000E+12 1.173084244E+00 1.152333367E+0 2.075087700E-02 1.173084244E+00 1.152333367E+0 2.075087700E-02
2.154000E+12 1.176859044E+00 1.155024319E+0 2.183472500E-02 1.176859044E+00 1.155024319E+0 2.183472500E-02
3.162000E+12 1.179209489E+00 1.157653236E+0 2.155625300E-02 1.179209489E+00 1.157653236E+0 2.155625300E-02
4.642000E+12 1.180217703E+00 1.160215269E+0 2.000243400E-02 1.180217703E+00 1.160215269E+0 2.000243400E-02
6.813000E+12 1.181456806E+00 1.162706651E+0 1.875015500E-02 1.181456806E+00 1.162706651E+0 1.875015500E-02
1.000000E+13 1.182630055E+00 1.165128110E+0 1.750194500E-02 1.182630055E+00 1.165128110E+0 1.750194500E-02
