fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
L010 8:44:22 292.5 39.64 1.000E+000 7.537E-001 1.564E-006 2.103E+003 3.097E+000 4.971E-009 1.736E-004 1.638E-001 1.735E-004 9.015E-006 3.172E-001 9.280E-002 9.704E-005 1.378E-002 
L011 8:52:08 292.4 39.65 1.000E+000 7.540E-001 1.550E-006 2.097E+003 3.099E+000 4.916E-009 1.733E-004 1.634E-001 1.733E-004 8.975E-006 3.170E-001 9.260E-002 9.682E-005 2.360E-002 
L020 9:14:50 295.8 39.2 1.000E+000 7.442E-001 1.626E-006 2.062E+003 3.035E+000 6.176E-009 1.694E-004 1.561E-001 1.693E-004 8.324E-006 3.150E-001 8.810E-002 9.438E-005 5.552E-003 
L021 9:20:42 295.9 39.18 1.000E+000 7.439E-001 1.606E-006 2.048E+003 3.034E+000 6.204E-009 1.697E-004 1.558E-001 1.696E-004 8.314E-006 3.147E-001 8.790E-002 9.448E-005 4.661E-003 
L030 9:37:54 298.6 38.83 1.000E+000 7.361E-001 1.681E-006 2.018E+003 2.984E+000 7.402E-009 1.738E-004 1.540E-001 1.737E-004 8.441E-006 3.156E-001 8.700E-002 9.692E-005 9.964E-003 
L031 9:43:10 298.7 38.82 1.000E+000 7.358E-001 1.696E-006 2.016E+003 2.983E+000 7.437E-009 1.741E-004 1.539E-001 1.740E-004 8.453E-006 3.156E-001 8.700E-002 9.705E-005 9.216E-003 
L040 9:58:56 302.2 38.37 1.000E+000 7.258E-001 1.735E-006 1.954E+003 2.920E+000 9.231E-009 1.796E-004 1.508E-001 1.795E-004 8.551E-006 3.160E-001 8.520E-002 1.002E-004 1.951E-002 
L041 10:04:06 302.1 38.38 1.000E+000 7.260E-001 1.764E-006 1.970E+003 2.922E+000 9.175E-009 1.796E-004 1.512E-001 1.795E-004 8.592E-006 3.165E-001 8.550E-002 1.004E-004 1.580E-002 
L050 10:22:24 305.8 37.91 1.000E+000 7.154E-001 1.846E-006 1.923E+003 2.857E+000 1.142E-008 1.652E-004 1.380E-001 1.651E-004 7.079E-006 3.107E-001 7.730E-002 9.146E-005 9.428E+000 
L051 10:30:18 305.8 37.91 1.000E+000 7.154E-001 1.796E-006 1.927E+003 2.857E+000 1.144E-008 1.651E-004 1.381E-001 1.650E-004 7.080E-006 3.107E-001 7.730E-002 9.147E-005 2.781E+000 
L060 10:49:04 309.4 37.47 1.000E+000 7.050E-001 1.869E-006 1.865E+003 2.796E+000 1.406E-008 1.790E-004 1.391E-001 1.789E-004 7.807E-006 3.138E-001 7.820E-002 9.971E-005 1.366E-001 
L061 10:54:30 309.5 37.46 1.000E+000 7.047E-001 1.850E-006 1.846E+003 2.794E+000 1.415E-008 1.796E-004 1.389E-001 1.795E-004 7.814E-006 3.135E-001 7.810E-002 9.993E-005 1.712E-001 
L070 11:10:56 313.6 36.97 1.000E+000 6.929E-001 1.959E-006 1.786E+003 2.726E+000 1.754E-008 1.777E-004 1.309E-001 1.776E-004 7.236E-006 3.113E-001 7.330E-002 9.858E-005 3.554E-003 
L071 11:16:14 313.5 36.98 1.000E+000 6.932E-001 1.898E-006 1.777E+003 2.728E+000 1.754E-008 1.781E-004 1.313E-001 1.780E-004 7.268E-006 3.112E-001 7.350E-002 9.875E-005 3.655E-003 
L080 11:32:08 317.2 36.55 1.000E+000 6.825E-001 2.069E-006 1.707E+003 2.668E+000 2.124E-008 1.815E-004 1.264E-001 1.814E-004 7.118E-006 3.103E-001 7.070E-002 1.005E-004 2.989E-003 
L081 11:38:16 317.2 36.55 1.000E+000 6.825E-001 2.014E-006 1.697E+003 2.668E+000 2.128E-008 1.819E-004 1.265E-001 1.817E-004 7.129E-006 3.101E-001 7.070E-002 1.007E-004 1.452E-003 
L090 11:53:40 321.4 36.07 1.000E+000 6.704E-001 2.138E-006 1.613E+003 2.601E+000 2.619E-008 1.838E-004 1.200E-001 1.837E-004 6.799E-006 3.083E-001 6.690E-002 1.015E-004 1.269E-002 
L091 11:58:44 321.4 36.07 1.000E+000 6.704E-001 2.161E-006 1.610E+003 2.601E+000 2.625E-008 1.841E-004 1.202E-001 1.840E-004 6.820E-006 3.084E-001 6.690E-002 1.018E-004 1.021E-002 
L100 12:14:08 324.4 35.74 1.000E+000 6.618E-001 2.250E-006 1.533E+003 2.555E+000 3.020E-008 1.851E-004 1.150E-001 1.849E-004 6.512E-006 3.063E-001 6.380E-002 1.019E-004 7.786E-004 
L101 12:19:40 324.4 35.74 1.000E+000 6.618E-001 2.259E-006 1.539E+003 2.555E+000 3.037E-008 1.849E-004 1.153E-001 1.848E-004 6.532E-006 3.065E-001 6.400E-002 1.019E-004 1.509E-003 
L110 12:36:56 328 35.35 1.000E+000 6.514E-001 2.359E-006 1.456E+003 2.500E+000 3.583E-008 1.765E-004 1.057E-001 1.764E-004 5.625E-006 3.018E-001 5.820E-002 9.648E-005 1.130E-003 
L111 12:44:20 328.2 35.33 1.000E+000 6.508E-001 2.524E-006 1.117E+003 2.497E+000 3.614E-008 1.812E-004 9.886E-002 1.810E-004 5.222E-006 2.918E-001 5.360E-002 9.725E-005 3.557E-002 
L120 13:04:20 331.1 35.02 1.000E+000 6.424E-001 2.591E-006 1.388E+003 2.454E+000 4.147E-008 1.788E-004 1.018E-001 1.787E-004 5.465E-006 3.005E-001 5.590E-002 9.759E-005 5.744E-003 
L121 13:10:48 331.1 35.02 1.000E+000 6.424E-001 2.600E-006 1.375E+003 2.454E+000 4.130E-008 1.819E-004 1.025E-001 1.817E-004 5.606E-006 3.009E-001 5.640E-002 9.921E-005 1.754E-003 
L130 13:27:48 334.3 34.68 1.000E+000 6.332E-001 2.811E-006 1.289E+003 2.408E+000 4.786E-008 1.820E-004 9.732E-002 1.819E-004 5.282E-006 2.984E-001 5.330E-002 9.892E-005 1.474E-001 
L131 13:32:32 334.3 34.68 1.000E+000 6.332E-001 2.794E-006 1.299E+003 2.408E+000 4.779E-008 1.818E-004 9.737E-002 1.816E-004 5.280E-006 2.986E-001 5.330E-002 9.888E-005 1.940E-003 
L140 13:47:06 337.3 34.37 1.000E+000 6.246E-001 2.939E-006 1.210E+003 2.365E+000 5.418E-008 1.818E-004 9.206E-002 1.817E-004 4.949E-006 2.959E-001 5.020E-002 9.838E-005 3.739E-003 
L141 13:52:28 337.4 34.36 1.000E+000 6.243E-001 2.971E-006 1.219E+003 2.363E+000 5.468E-008 1.867E-004 9.402E-002 1.866E-004 5.216E-006 2.974E-001 5.140E-002 1.013E-004 1.746E-003 
L150 14:09:20 340.7 34.03 1.000E+000 6.148E-001 3.161E-006 1.137E+003 2.317E+000 6.264E-008 1.824E-004 8.713E-002 1.823E-004 4.665E-006 2.938E-001 4.730E-002 9.842E-005 1.398E-003 
L151 14:14:42 340.7 34.03 1.000E+000 6.148E-001 3.154E-006 1.109E+003 2.317E+000 6.306E-008 1.835E-004 8.707E-002 1.833E-004 4.679E-006 2.932E-001 4.730E-002 9.871E-005 1.146E-003 
