N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 340 2.100E-4 1.211184500E+00 1.336850191E+00
1.468000E+10 1.000E+17 340 2.100E-4 1.239687868E+00 1.336998016E+00
2.154000E+10 1.000E+17 340 2.100E-4 1.263987828E+00 1.337212207E+00
3.162000E+10 1.000E+17 340 2.100E-4 1.283690065E+00 1.337520814E+00
4.642000E+10 1.000E+17 340 2.100E-4 1.299111571E+00 1.337961745E+00
6.813000E+10 1.000E+17 340 2.100E-4 1.310955316E+00 1.338584562E+00
1.000000E+11 1.000E+17 340 2.100E-4 1.320038155E+00 1.339450267E+00
1.468000E+11 1.000E+17 340 2.100E-4 1.327128948E+00 1.340627811E+00
2.154000E+11 1.000E+17 340 2.100E-4 1.332877895E+00 1.342185130E+00
3.162000E+11 1.000E+17 340 2.100E-4 1.337794559E+00 1.344173833E+00
4.642000E+11 1.000E+17 340 2.100E-4 1.342246543E+00 1.346611499E+00
6.813000E+11 1.000E+17 340 2.100E-4 1.346468861E+00 1.349469397E+00
1.000000E+12 1.000E+17 340 2.100E-4 1.350523916E+00 1.352616438E+00
1.468000E+12 1.000E+17 340 2.100E-4 1.355159501E+00 1.356629743E+00
2.154000E+12 1.000E+17 340 2.100E-4 1.359154670E+00 1.360227496E+00
3.162000E+12 1.000E+17 340 2.100E-4 1.363126724E+00 1.363937507E+00
4.642000E+12 1.000E+17 340 2.100E-4 1.366912205E+00 1.367544340E+00
6.813000E+12 1.000E+17 340 2.100E-4 1.370938288E+00 1.371429786E+00
1.000000E+13 1.000E+17 340 2.100E-4 1.374946862E+00 1.375342220E+00
