d81a 6.80071E-1
d81b 6.54831E-1
d81c 6.22088E-1
d82a 6.73097E-1
d82b 6.00587E-1
d83a 6.74337E-1
d83b 6.78064E-1
d84a 6.79989E-1
d84b 6.71826E-1
d41 7.20459E-1
d42 1.00423E+0
d43b 7.04646E-1
d43s 6.64137E-1
d44b 1.82754E+0
d44s 8.88947E-1
d51a 6.13881E-1
d51b 6.59826E-1
d51c 5.94901E-1
d51d 6.27234E-1
d52a 5.28409E-1
d52b 5.75360E-1
d53a 7.74469E-1
d53b 7.75817E-1
d53c 8.01701E-1
d54a 8.31710E-1
d54b 6.27734E-1
d54c1 5.82511E-1
d61a 6.88582E-1
d61c 6.95945E-1
d62a 6.66133E-1
d62b 6.22403E-1
d63a 6.77856E-1
d63b 6.87669E-1
d64a 6.98974E-1
d64b 6.70651E-1
d71a 6.69145E-1
d71b 6.76211E-1
d72a 6.88565E-1
d72b 6.82334E-1
d72c 6.80280E-1
d73a 6.73884E-1
d73b 6.54160E-1
d73c 6.71702E-1
d74a 6.88886E-1
d74b 6.66714E-1
d31 6.64758E-1
d33a 6.52882E-1
d33b 6.71939E-1
d34 1.21800E+0
d35 8.56678E-1
