T d154 d184 d214 d244
d 150 180 210 240
290 1.331516679E+00 1.330520721E+00 1.331222957E+00 1.331462191E+00
295 1.329401652E+00 1.328120003E+00 1.328918482E+00 1.329169935E+00
300 1.328089301E+00 1.326611178E+00 1.327408384E+00 1.327726410E+00
305 1.327597358E+00 1.326052059E+00 1.326803326E+00 1.327192394E+00
310 1.327937135E+00 1.326621707E+00 1.327084928E+00 1.327578746E+00
315 1.329221784E+00 1.327905527E+00 1.328316998E+00 1.328556668E+00
320 1.331365527E+00 1.330291596E+00 1.330451226E+00 1.330638057E+00
325 1.334147362E+00 1.333064577E+00 1.333274551E+00 1.333319525E+00
330 1.337329604E+00 1.336386109E+00 1.336840171E+00 1.336647595E+00
335 1.340972082E+00 1.340008442E+00 1.340527653E+00 1.340404544E+00
340 1.344646808E+00 1.343660745E+00 1.344196326E+00 1.344102023E+00
