N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.812397000E-03 1.245837000E-03 8.548150000E-04 5.859570000E-04 4.016070000E-04 2.754550000E-04 1.892690000E-04 1.304480000E-04 9.037800000E-05 6.310600000E-05 4.458100000E-05 3.204300000E-05 2.356100000E-05 1.782900000E-05 1.390500000E-05 1.116400000E-05 9.167000000E-06 7.659000000E-06 6.490000000E-06
1.600000000E+01 1.132177000E-02 7.994894000E-03 5.602996000E-03 3.901621000E-03 2.703185000E-03 1.866092000E-03 1.285443000E-03 8.849640000E-04 6.099810000E-04 4.219980000E-04 2.940440000E-04 2.073850000E-04 1.489930000E-04 1.098470000E-04 8.361300000E-05 6.587800000E-05 5.362300000E-05 4.483200000E-05 3.821600000E-05
1.700000000E+01 3.651485800E-02 2.605619800E-02 1.826922300E-02 1.262321700E-02 8.617569000E-03 5.829777000E-03 3.924546000E-03 2.645339000E-03 1.822213000E-03 1.280954000E-03 9.018860000E-04 6.634250000E-04 4.994680000E-04 3.934180000E-04 3.188560000E-04 2.644360000E-04 2.226760000E-04 1.906280000E-04 1.637940000E-04
1.549996187E+01 5.976540000E-03 4.189685000E-03 2.917483000E-03 2.020884000E-03 1.394439000E-03 9.597870000E-04 6.597900000E-04 4.535530000E-04 3.121850000E-04 2.155130000E-04 1.495090000E-04 1.045530000E-04 7.398600000E-05 5.325900000E-05 3.923800000E-05 2.975500000E-05 2.331700000E-05 1.889300000E-05 1.574300000E-05
1.649996187E+01 1.994408300E-02 1.410499300E-02 9.878907000E-03 6.863760000E-03 4.737736000E-03 3.253510000E-03 2.226399000E-03 1.521579000E-03 1.042089000E-03 7.189590000E-04 5.033260000E-04 3.605730000E-04 2.663220000E-04 2.036910000E-04 1.612650000E-04 1.316270000E-04 1.100510000E-04 9.362000000E-05 8.054000000E-05
1.674996808E+01 2.678507500E-02 1.900645800E-02 1.331443400E-02 9.228457000E-03 6.340283000E-03 4.325628000E-03 2.937578000E-03 1.993095000E-03 1.358713000E-03 9.379430000E-04 6.615390000E-04 4.805520000E-04 3.612630000E-04 2.812210000E-04 2.259520000E-04 1.863760000E-04 1.568410000E-04 1.334720000E-04 1.165300000E-04
1.624993176E+01 1.509686200E-02 1.066564000E-02 7.474342000E-03 5.202467000E-03 3.601428000E-03 2.482939000E-03 1.766432000E-03 1.203998000E-03 8.226020000E-04 5.684070000E-04 3.996780000E-04 2.812940000E-04 2.007460000E-04 1.505410000E-04 1.169000000E-04 9.389600000E-05 7.762800000E-05 6.559000000E-05 5.623900000E-05
1.574996808E+01 8.319749000E-03 5.861353000E-03 4.099123000E-03 2.849364000E-03 1.971501000E-03 1.359765000E-03 9.361960000E-04 6.443420000E-04 4.440240000E-04 3.069330000E-04 2.134010000E-04 1.497760000E-04 1.066550000E-04 7.754800000E-05 5.795800000E-05 4.475100000E-05 3.574800000E-05 2.945700000E-05 2.487800000E-05
1.524993176E+01 4.001321000E-03 2.784723000E-03 1.927896000E-03 1.329496000E-03 9.144130000E-04 6.279700000E-04 4.310670000E-04 2.960930000E-04 2.037410000E-04 1.406900000E-04 9.767500000E-05 6.837700000E-05 4.843700000E-05 3.487600000E-05 2.566200000E-05 1.937000000E-05 1.506200000E-05 1.207500000E-05 9.965000000E-06
