N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 3.116672000E-03 2.202165000E-03 1.540932000E-03 1.070895000E-03 7.439790000E-04 5.149450000E-04 3.565850000E-04 2.465160000E-04 1.707330000E-04 1.191830000E-04 8.356400000E-05 5.919300000E-05 4.260100000E-05 3.124300000E-05 2.348400000E-05 1.813800000E-05 1.440900000E-05 1.175000000E-05 9.762000000E-06
1.600000000E+01 7.561172000E-03 5.559722000E-03 4.025967000E-03 2.880612000E-03 2.044646000E-03 1.445771000E-03 1.026589000E-03 7.326460000E-04 5.274050000E-04 3.843520000E-04 2.859770000E-04 2.185120000E-04 1.713350000E-04 1.380430000E-04 1.139050000E-04 9.550300000E-05 8.089100000E-05 6.879300000E-05 5.845700000E-05
1.700000000E+01 1.495777300E-02 1.090716900E-02 7.920046000E-03 5.745596000E-03 4.186624000E-03 3.085787000E-03 2.317543000E-03 1.783544000E-03 1.409310000E-03 1.141115000E-03 9.422440000E-04 7.895630000E-04 6.667680000E-04 5.653200000E-04 4.796600000E-04 4.065210000E-04 3.433790000E-04 2.892010000E-04 2.423120000E-04
1.549996187E+01 5.451666000E-03 3.949990000E-03 2.820916000E-03 1.999487000E-03 1.402355000E-03 9.799770000E-04 6.832010000E-04 4.767080000E-04 3.340750000E-04 2.357630000E-04 1.692260000E-04 1.229100000E-04 9.119800000E-05 6.948400000E-05 5.442800000E-05 4.382500000E-05 3.609200000E-05 3.022200000E-05 2.553400000E-05
1.649996187E+01 9.882840000E-03 7.278422000E-03 5.303714000E-03 3.833277000E-03 2.759025000E-03 1.987955000E-03 1.442726000E-03 1.061673000E-03 7.974010000E-04 6.144360000E-04 4.867980000E-04 3.958930000E-04 3.288630000E-04 2.772310000E-04 2.356840000E-04 2.010370000E-04 1.714130000E-04 1.457100000E-04 1.232570000E-04
1.674996808E+01 1.190105800E-02 8.732961000E-03 6.361423000E-03 4.611466000E-03 3.341445000E-03 2.439424000E-03 1.801553000E-03 1.355965000E-03 1.049054000E-03 8.315210000E-04 6.757460000E-04 5.604950000E-04 4.714590000E-04 3.997400000E-04 3.402090000E-04 2.895580000E-04 2.457510000E-04 2.079680000E-04 1.750950000E-04
1.624993176E+01 8.501300000E-03 6.261514000E-03 4.550744000E-03 3.272786000E-03 2.338308000E-03 1.667442000E-03 1.192891000E-03 8.609820000E-04 6.307280000E-04 4.717530000E-04 3.620170000E-04 2.857110000E-04 2.316270000E-04 1.920150000E-04 1.617010000E-04 1.374130000E-04 1.171840000E-04 9.990100000E-05 8.484800000E-05
1.574996808E+01 6.671805000E-03 4.879045000E-03 3.518159000E-03 2.501282000E-03 1.769100000E-03 1.244972000E-03 8.751000000E-04 6.165310000E-04 4.368950000E-04 3.125880000E-04 2.271360000E-04 1.684330000E-04 1.280720000E-04 1.001530000E-04 8.046200000E-05 6.622700000E-05 5.537400000E-05 4.677500000E-05 3.966500000E-05
1.524993176E+01 4.215580000E-03 3.012929000E-03 2.127070000E-03 1.488391000E-03 1.035367000E-03 7.178570000E-04 4.972360000E-04 3.448630000E-04 2.400710000E-04 1.682050000E-04 1.190190000E-04 8.582300000E-05 6.279700000E-05 4.685800000E-05 3.600000000E-05 2.839300000E-05 2.299800000E-05 1.899000000E-05 1.592600000E-05
