X Y Yfit
2.0000000E-2 3.0000000E+20 3.5448158E+20
3.0000000E-2 2.5000000E+20 1.8629993E+20
3.5000000E-2 1.7000000E+20 1.3386831E+20
4.0000000E-2 1.0000000E+20 9.6022279E+19
4.5000000E-2 6.0000000E+19 6.9085766E+19
5.0000000E-2 4.0000000E+19 5.0186705E+19
5.5000000E-2 3.0000000E+19 3.7119866E+19
6.0000000E-2 2.7000000E+19 2.8220246E+19
7.0000000E-2 2.1000000E+19 1.8308084E+19
8.0000000E-2 1.8000000E+19 1.4086951E+19
9.0000000E-2 1.5000000E+19 1.2334858E+19
1.0000000E-1 1.3000000E+19 1.1518256E+19
1.1000000E-1 1.1500000E+19 1.0955887E+19
1.2000000E-1 1.0500000E+19 1.0373486E+19
1.3000000E-1 9.5000000E+18 9.6822361E+18
1.4000000E-1 8.2000000E+18 8.8745429E+18
1.5000000E-1 7.0000000E+18 7.9766845E+18
1.6000000E-1 6.3000000E+18 7.0272575E+18
1.7000000E-1 5.4000000E+18 6.0668125E+18
1.8000000E-1 4.4000000E+18 5.1324069E+18
1.9000000E-1 3.7000000E+18 4.2546036E+18
2.0000000E-1 3.0000000E+18 3.4559862E+18
2.1000000E-1 2.3000000E+18 2.7507998E+18
2.2000000E-1 2.0000000E+18 2.1454569E+18
2.3000000E-1 1.5000000E+18 1.6396621E+18
2.4000000E-1 1.2000000E+18 1.2278990E+18
2.5000000E-1 9.6000000E+17 9.0104132E+17
2.6000000E-1 7.0000000E+17 6.4788882E+17
2.7000000E-1 5.1000000E+17 4.5648867E+17
2.8000000E-1 3.3000000E+17 3.1516157E+17
2.9000000E-1 2.2000000E+17 2.1321131E+17
3.0000000E-1 1.7000000E+17 1.4133866E+17
3.1000000E-1 1.1000000E+17 9.1809032E+16
3.2000000E-1 6.6000000E+16 5.8436419E+16
3.3000000E-1 4.2000000E+16 3.6446474E+16
3.4000000E-1 2.5000000E+16 2.2274152E+16
3.5000000E-1 1.4500000E+16 1.3338917E+16
3.6000000E-1 8.0000000E+15 7.8273307E+15
3.7000000E-1 4.3000000E+15 4.5007049E+15
3.8000000E-1 2.2000000E+15 2.5358358E+15
3.9000000E-1 1.1000000E+15 1.4000239E+15
