fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_320 001_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.505117074E-14 1.000000000E+20 1.153995220E+00 1.967977210E-15 1.226815757E-04 
001_320_SRH 001_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.218507706E-14 1.000000000E+20 1.232932156E+00 1.651277542E-15 1.947163435E-04 
002_320 002_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.027082417E-14 1.000000000E+20 1.178610039E+00 2.695963635E-15 1.097196076E-04 
002_320_SRH 002_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.753261210E-14 1.000000000E+20 1.233680816E+00 2.418504139E-15 1.990469645E-04 
003_320 003_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.755231699E-14 1.000000000E+20 1.197827497E+00 3.786881481E-15 1.162260072E-04 
003_320_SRH 003_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.501785030E-14 1.000000000E+20 1.234727330E+00 3.539250505E-15 2.053329408E-04 
004_320 004_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.753384972E-14 1.000000000E+20 1.209662875E+00 5.390905494E-15 1.342588901E-04 
004_320_SRH 004_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.530012803E-14 1.000000000E+20 1.236159931E+00 5.173881915E-15 2.144105030E-04 
005_320 005_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.097935450E-14 1.000000000E+20 1.227073072E+00 7.745675579E-15 1.660480899E-04 
005_320_SRH 005_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.908494418E-14 1.000000000E+20 1.238067080E+00 7.553981960E-15 2.274245116E-04 
006_320 006_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.843560439E-14 1.000000000E+20 1.234952351E+00 1.117837205E-14 1.976238943E-04 
006_320_SRH 006_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.702261058E-14 1.000000000E+20 1.240514280E+00 1.101396847E-14 2.458910488E-04 
007_320 007_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.003976554E-13 1.000000000E+20 1.240023994E+00 1.618873015E-14 2.315281842E-04 
007_320_SRH 007_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.959024712E-14 1.000000000E+20 1.243512059E+00 1.603806819E-14 2.717266921E-04 
008_320 008_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.271613401E-13 1.000000000E+20 1.244689242E+00 2.346965503E-14 2.733240299E-04 
008_320_SRH 008_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.170349105E-13 1.000000000E+20 1.246985897E+00 2.333105482E-14 3.072008725E-04 
009_320 009_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.588879228E-13 1.000000000E+20 1.249269531E+00 3.405108270E-14 3.259136132E-04 
009_320_SRH 009_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.494701749E-13 1.000000000E+20 1.250769244E+00 3.392472526E-14 3.547754427E-04 
010_320 010_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.958328294E-13 1.000000000E+20 1.255301071E+00 4.963411159E-14 3.956595098E-04 
