N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.190059351E+00 1.190055512E+00 1.189392833E+00 1.185458060E+00 1.173260153E+00 1.141231034E+00 1.070092989E+00 1.011739627E+00 1.013213827E+00 1.016809386E+00 1.023270374E+00
1.600000000E+01 1.209339423E+00 1.211874464E+00 1.214474957E+00 1.216682551E+00 1.218966812E+00 1.220699727E+00 1.221348286E+00 1.221680503E+00 1.221062809E+00 1.218204027E+00 1.213715626E+00
1.700000000E+01 1.236725223E+00 1.239709788E+00 1.241556594E+00 1.243072515E+00 1.244247985E+00 1.244751639E+00 1.243455058E+00 1.241654752E+00 1.238786116E+00 1.233181089E+00 1.227419628E+00
1.549996187E+01 1.197067864E+00 1.199092540E+00 1.200745301E+00 1.202973100E+00 1.204555122E+00 1.204935743E+00 1.203483562E+00 1.197361614E+00 1.180964255E+00 1.144435760E+00 1.072218988E+00
1.649996187E+01 1.212577708E+00 1.215565062E+00 1.218025258E+00 1.220751674E+00 1.223030047E+00 1.224066912E+00 1.225041502E+00 1.225040015E+00 1.223117967E+00 1.221166775E+00 1.218229392E+00
1.674996808E+01 1.220578569E+00 1.223312011E+00 1.225669640E+00 1.228066516E+00 1.229885292E+00 1.230296026E+00 1.230496082E+00 1.229645771E+00 1.226706529E+00 1.223775456E+00 1.219682241E+00
1.624993176E+01 1.210917377E+00 1.213940312E+00 1.216873191E+00 1.219129571E+00 1.221434468E+00 1.223304298E+00 1.223850653E+00 1.224266449E+00 1.223716619E+00 1.221287206E+00 1.218347750E+00
1.574996808E+01 1.204002457E+00 1.205673966E+00 1.207934380E+00 1.210263382E+00 1.212511595E+00 1.213756332E+00 1.214615125E+00 1.214115416E+00 1.210832490E+00 1.203429238E+00 1.186272624E+00
1.524993176E+01 1.193711133E+00 1.194939480E+00 1.196351193E+00 1.197269407E+00 1.196541796E+00 1.191476059E+00 1.176748756E+00 1.140726610E+00 1.065926147E+00 1.008915107E+00 1.010063757E+00
