5.000E-2 7.591E-3 7.591E-3 3.806E-32 7.166E-105 3.593E-10
5.269E-2 9.954E-3 9.954E-3 3.603E-31 1.126E-102 1.694E-9
5.539E-2 1.297E-2 1.297E-2 3.291E-30 1.676E-100 7.518E-9
5.808E-2 1.680E-2 1.680E-2 2.902E-29 2.365E-98 3.143E-8
6.077E-2 2.161E-2 2.161E-2 2.470E-28 3.161E-96 1.238E-7
6.347E-2 2.763E-2 2.763E-2 2.029E-27 4.004E-94 4.589E-7
6.616E-2 3.511E-2 3.511E-2 1.608E-26 4.805E-92 1.603E-6
6.885E-2 4.434E-2 4.433E-2 1.230E-25 5.463E-90 5.273E-6
7.155E-2 5.564E-2 5.562E-2 9.085E-25 5.886E-88 1.633E-5
7.424E-2 6.940E-2 6.935E-2 6.475E-24 6.008E-86 4.766E-5
7.693E-2 8.605E-2 8.592E-2 4.454E-23 5.812E-84 1.310E-4
7.963E-2 1.061E-1 1.058E-1 2.957E-22 5.327E-82 3.390E-4
8.232E-2 1.302E-1 1.294E-1 1.895E-21 4.626E-80 8.262E-4
8.501E-2 1.592E-1 1.573E-1 1.172E-20 3.806E-78 1.897E-3
8.771E-2 1.941E-1 1.900E-1 6.993E-20 2.967E-76 4.101E-3
9.040E-2 2.365E-1 2.281E-1 4.028E-19 2.192E-74 8.350E-3
9.309E-2 2.881E-1 2.721E-1 2.240E-18 1.534E-72 1.601E-2
9.579E-2 3.515E-1 3.226E-1 1.202E-17 1.018E-70 2.892E-2
9.848E-2 4.292E-1 3.800E-1 6.224E-17 6.395E-69 4.920E-2
1.012E-1 5.236E-1 4.447E-1 3.111E-16 3.808E-67 7.881E-2
1.039E-1 6.362E-1 5.173E-1 1.501E-15 2.148E-65 1.189E-1
1.066E-1 7.669E-1 5.979E-1 6.988E-15 1.148E-63 1.690E-1
1.093E-1 9.129E-1 6.867E-1 3.141E-14 5.817E-62 2.262E-1
1.119E-1 1.069E+0 7.837E-1 1.362E-13 2.792E-60 2.851E-1
1.146E-1 1.227E+0 8.889E-1 5.702E-13 1.270E-58 3.384E-1
1.173E-1 1.380E+0 1.002E+0 2.304E-12 5.470E-57 3.784E-1
1.200E-1 1.520E+0 1.122E+0 8.983E-12 2.233E-55 3.984E-1
1.227E-1 1.644E+0 1.248E+0 3.381E-11 8.639E-54 3.951E-1
1.254E-1 1.750E+0 1.381E+0 1.228E-10 3.167E-52 3.691E-1
1.281E-1 1.842E+0 1.517E+0 4.305E-10 1.100E-50 3.247E-1
1.308E-1 1.926E+0 1.657E+0 1.457E-9 3.619E-49 2.690E-1
1.335E-1 2.008E+0 1.798E+0 4.757E-9 1.128E-47 2.099E-1
1.362E-1 2.093E+0 1.938E+0 1.499E-8 3.334E-46 1.542E-1
1.389E-1 2.184E+0 2.077E+0 4.561E-8 9.333E-45 1.067E-1
1.416E-1 2.281E+0 2.212E+0 1.339E-7 2.475E-43 6.958E-2
