name time T kT_1 I
01RV 01rv.dat 340 34.1 8.976E-007
02RV 02rv.dat 340 34.1 8.411E-007
03RV 03rv.dat 340 34.1 8.729E-007
04RV 04rv.dat 340 34.1 8.324E-007
05RV 05rv.dat 340 34.1 7.718E-007
06RV 06rv.dat 340 34.1 8.302E-007
07RV 07rv.dat 340 34.1 7.501E-007
08RV 08rv.dat 340 34.1 8.317E-007
09RV 09rv.dat 340 34.1 7.920E-007
10RV 10rv.dat 340 34.1 7.599E-007
11RV 11rv.dat 340 34.1 7.948E-007
12RV 12rv.dat 340 34.1 9.041E-007
13RV 13rv.dat 340 34.1 7.918E-007
14RV 14rv.dat 340 34.1 8.779E-007
15RV 15rv.dat 340 34.1 7.054E-007
16RV 16rv.dat 340 34.1 7.865E-007
17RV 17rv.dat 340 34.1 8.464E-007
18RV 18rv.dat 340 34.1 8.234E-007
19RV 19rv.dat 340 34.1 8.147E-007
20RV 20rv.dat 340 34.1 8.402E-007
21RV 21rv.dat 340 34.1 7.835E-007
22RV 22rv.dat 340 34.1 9.143E-007
23RV 23rv.dat 340 34.1 9.458E-007
24RV 24rv.dat 340 34.1 8.296E-007
25RV 25rv.dat 340 34.1 7.945E-007
26RV 26rv.dat 340 34.1 7.509E-007
27RV 27rv.dat 340 34.1 8.270E-007
28RV 28rv.dat 340 34.1 7.860E-007
29RV 29rv.dat 340 34.1 7.901E-007
30RV 30rv.dat 340 34.1 8.216E-007
31RV 31rv.dat 340 34.1 7.554E-007
32RV 32rv.dat 340 34.1 7.826E-007
33RV 33rv.dat 340 34.1 7.889E-007
34RV 34rv.dat 340 34.1 8.467E-007
35RV 35rv.dat 340 34.1 8.560E-007
36RV 36rv.dat 340 34.1 9.539E-007
37RV 37rv.dat 340 34.1 8.599E-007
38RV 38rv.dat 340 34.1 8.542E-007
39RV 39rv.dat 340 34.1 7.693E-007
40RV 40rv.dat 340 34.1 7.666E-007
41RV 41rv.dat 340 34.1 7.683E-007
42RV 42rv.dat 340 34.1 7.649E-007
43RV 43rv.dat 340 34.1 7.658E-007
44RV 44rv.dat 339.8 34.12 7.440E-007
45RV 45rv.dat 340 34.1 7.667E-007
46RV 46rv.dat 340.2 34.08 7.602E-007
47RV 47rv.dat 340 34.1 7.677E-007
48RV 48rv.dat 340 34.1 7.835E-007
49RV 49rv.dat 340 34.1 7.879E-007
50RV 50rv.dat 340.1 34.09 7.753E-007
