name time T kT_1 I
01RV 01rv.dat 340 34.1 2.056E-005
02RV 02rv.dat 340 34.1 2.030E-005
03RV 03rv.dat 340 34.1 2.010E-005
04RV 04rv.dat 340 34.1 1.971E-005
05RV 05rv.dat 340 34.1 2.001E-005
06RV 06rv.dat 340 34.1 1.994E-005
07RV 07rv.dat 340 34.1 1.997E-005
08RV 08rv.dat 340 34.1 2.014E-005
09RV 09rv.dat 340 34.1 1.984E-005
10RV 10rv.dat 340 34.1 1.961E-005
11RV 11rv.dat 340 34.1 2.077E-005
12RV 12rv.dat 340 34.1 2.090E-005
13RV 13rv.dat 340 34.1 2.055E-005
14RV 14rv.dat 340 34.1 2.112E-005
15RV 15rv.dat 340 34.1 2.196E-005
16RV 16rv.dat 340 34.1 2.221E-005
17RV 17rv.dat 340 34.1 2.119E-005
18RV 18rv.dat 340 34.1 2.079E-005
19RV 19rv.dat 340 34.1 2.056E-005
20RV 20rv.dat 340 34.1 2.038E-005
21RV 21rv.dat 340 34.1 2.071E-005
22RV 22rv.dat 340 34.1 2.111E-005
23RV 23rv.dat 340 34.1 2.259E-005
24RV 24rv.dat 340 34.1 2.040E-005
25RV 25rv.dat 340 34.1 2.004E-005
26RV 26rv.dat 340 34.1 2.019E-005
27RV 27rv.dat 340 34.1 2.050E-005
28RV 28rv.dat 340 34.1 2.039E-005
29RV 29rv.dat 340 34.1 1.976E-005
30RV 30rv.dat 340 34.1 1.976E-005
31RV 31rv.dat 340 34.1 1.969E-005
32RV 32rv.dat 340 34.1 2.012E-005
33RV 33rv.dat 340 34.1 2.040E-005
34RV 34rv.dat 340 34.1 2.181E-005
35RV 35rv.dat 340 34.1 2.167E-005
36RV 36rv.dat 340 34.1 2.215E-005
37RV 37rv.dat 340 34.1 2.153E-005
38RV 38rv.dat 340 34.1 2.047E-005
39RV 39rv.dat 340 34.1 1.996E-005
40RV 40rv.dat 340 34.1 1.961E-005
41RV 41rv.dat 340 34.1 1.969E-005
42RV 42rv.dat 340 34.1 1.987E-005
43RV 43rv.dat 340 34.1 1.965E-005
44RV 44rv.dat 339.8 34.12 2.019E-005
45RV 45rv.dat 340 34.1 1.995E-005
46RV 46rv.dat 340.2 34.08 1.923E-005
47RV 47rv.dat 340 34.1 1.932E-005
48RV 48rv.dat 340 34.1 1.964E-005
49RV 49rv.dat 340 34.1 2.016E-005
50RV 50rv.dat 340.1 34.09 1.962E-005
