fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 8:32:30 297 39.04 1.000E+000 8.486E-001 1.378E-006 4.063E+003 3.094E+000 6.459E-009 1.959E-003 
0002 8:34:24 297 39.04 1.000E+000 8.802E-001 1.526E-006 3.927E+003 3.071E+000 6.721E-009 1.959E-003 
0003 8:38:34 297 39.04 1.000E+000 8.003E-001 1.824E-006 3.983E+003 3.078E+000 6.671E-009 2.069E-003 
0004 8:43:52 297 39.04 1.000E+000 7.727E-001 2.073E-006 3.943E+003 3.066E+000 6.840E-009 2.054E-003 
0005 8:47:22 297 39.04 1.000E+000 7.749E-001 2.073E-006 3.897E+003 3.063E+000 6.865E-009 2.025E-003 
0006 8:51:36 297 39.04 1.000E+000 7.918E-001 2.062E-006 3.949E+003 3.067E+000 6.796E-009 2.070E-003 
0007 8:53:34 297 39.04 1.000E+000 8.094E-001 1.997E-006 3.978E+003 3.078E+000 6.727E-009 2.012E-003 
0008 8:56:52 297 39.04 1.000E+000 7.931E-001 2.082E-006 3.999E+003 3.071E+000 6.789E-009 2.096E-003 
0009 8:59:40 296.9 39.05 1.000E+000 7.949E-001 2.038E-006 3.901E+003 3.060E+000 6.848E-009 2.062E-003 
0010 9:02:12 296.9 39.05 1.000E+000 7.845E-001 2.057E-006 4.027E+003 3.083E+000 6.606E-009 2.064E-003 
0011 9:04:42 296.9 39.05 1.000E+000 7.967E-001 2.056E-006 3.955E+003 3.071E+000 6.733E-009 2.049E-003 
0012 9:06:46 296.9 39.05 1.000E+000 7.952E-001 2.064E-006 3.937E+003 3.074E+000 6.722E-009 1.984E-003 
0013 9:09:34 296.9 39.05 1.000E+000 8.006E-001 2.032E-006 4.057E+003 3.090E+000 6.557E-009 2.013E-003 
